,Hour,OffenseType_Aggravated Assault,OffenseType_Auto Theft,OffenseType_Burglary,OffenseType_Murder,OffenseType_Rape,OffenseType_Robbery,OffenseType_Theft,game
2013-06-28,22,0,0,0,0,0,0,1,No Game
2013-06-28,22,0,0,0,0,0,0,1,No Game
2013-06-28,22,0,0,0,0,0,0,1,No Game
2013-06-29,2,0,0,0,0,0,0,1,No Game
2013-06-29,11,0,0,0,0,0,0,1,No Game
2013-07-01,0,0,0,0,0,0,0,1,No Game
2013-07-01,18,0,0,1,0,0,0,0,No Game
2013-07-01,20,1,0,0,0,0,0,0,No Game
2013-07-01,21,0,0,0,0,0,0,1,No Game
2013-07-01,21,0,0,0,0,0,0,1,No Game
2013-07-01,22,0,0,0,0,0,0,1,No Game
2013-07-01,22,0,0,0,0,0,1,0,No Game
2013-07-02,5,0,0,1,0,0,0,0,No Game
2013-07-02,10,0,1,0,0,0,0,0,No Game
2013-07-02,14,1,0,0,0,0,0,0,No Game
2013-07-02,20,0,0,0,0,0,0,1,No Game
2013-07-03,3,0,0,0,0,0,1,0,No Game
2013-07-03,20,0,0,1,0,0,0,0,No Game
2013-07-04,17,1,0,0,0,0,0,0,No Game
2013-07-04,19,0,0,0,0,0,0,1,No Game
2013-07-05,0,0,0,0,0,0,0,1,No Game
2013-07-05,0,1,0,0,0,0,0,0,No Game
2013-07-05,3,1,0,0,0,0,0,0,No Game
2013-07-05,15,0,0,0,0,0,0,1,No Game
2013-07-05,23,0,0,0,0,0,0,1,No Game
2013-07-05,23,0,0,0,0,0,0,1,No Game
2013-07-06,0,0,0,0,0,0,0,1,No Game
2013-07-06,16,0,0,0,0,0,0,1,No Game
2013-07-06,23,1,0,0,0,0,0,0,No Game
2013-07-07,8,0,0,1,0,0,0,0,No Game
2013-07-07,16,0,0,0,0,0,1,0,No Game
2013-07-07,16,0,0,0,0,0,0,1,No Game
2013-07-07,18,0,0,1,0,0,0,0,No Game
2013-07-07,19,0,0,1,0,0,0,0,No Game
2013-07-08,22,1,0,0,0,0,0,0,No Game
2013-07-08,23,1,0,0,0,0,0,0,No Game
2013-07-09,1,0,0,0,0,0,0,1,No Game
2013-07-10,2,0,0,0,0,0,0,1,No Game
2013-07-10,14,0,0,1,0,0,0,0,No Game
2013-07-10,16,0,0,1,0,0,0,0,No Game
2013-07-11,8,0,0,1,0,0,0,0,No Game
2013-07-11,8,0,0,0,0,0,0,1,No Game
2013-07-11,14,1,0,0,0,0,0,0,No Game
2013-07-11,17,0,0,0,0,0,0,1,No Game
2013-07-11,21,0,0,0,0,0,0,1,No Game
2013-07-11,23,0,0,1,0,0,0,0,No Game
2013-07-13,1,0,0,0,0,0,1,0,No Game
2013-07-14,22,0,0,0,0,0,1,0,No Game
2013-07-15,0,0,0,0,0,0,0,1,No Game
2013-07-15,8,1,0,0,0,0,0,0,No Game
2013-07-15,10,0,0,1,0,0,0,0,No Game
2013-07-15,11,0,0,0,0,0,0,1,No Game
2013-07-15,16,0,0,0,0,0,0,1,No Game
2013-07-15,18,0,0,0,0,0,0,1,No Game
2013-07-15,18,0,0,0,0,0,1,0,No Game
2013-07-15,19,0,0,1,0,0,0,0,No Game
2013-07-15,23,0,0,0,0,0,0,1,No Game
2013-07-16,8,0,0,0,0,0,0,1,No Game
2013-07-16,10,0,0,0,0,0,0,1,No Game
2013-07-16,17,0,0,0,0,0,1,0,No Game
2013-07-16,18,0,0,0,0,0,0,1,No Game
2013-07-16,19,0,0,0,0,0,0,1,No Game
2013-07-16,20,0,0,0,0,0,0,1,No Game
2013-07-16,21,0,0,0,0,0,0,1,No Game
2013-07-17,2,0,0,0,0,0,0,1,No Game
2013-07-17,9,0,0,0,0,0,0,1,No Game
2013-07-18,11,0,0,0,0,0,0,1,No Game
2013-07-18,16,0,0,0,0,0,1,0,No Game
2013-07-18,17,0,0,0,0,0,0,1,No Game
2013-07-18,19,0,0,0,0,0,1,0,No Game
2013-07-18,19,1,0,0,0,0,0,0,No Game
2013-07-18,20,0,0,0,0,0,0,1,No Game
2013-07-18,22,0,0,0,0,0,0,1,No Game
2013-07-19,5,0,0,0,0,0,0,1,No Game
2013-07-19,22,0,0,0,0,0,0,1,No Game
2013-07-20,15,0,0,0,0,0,1,0,No Game
2013-07-21,12,1,0,0,0,0,0,0,No Game
2013-07-22,7,0,0,0,0,0,0,1,No Game
2013-07-22,8,0,1,0,0,0,0,0,No Game
2013-07-22,12,0,0,0,0,0,0,1,No Game
2013-07-22,13,0,0,1,0,0,0,0,No Game
2013-07-22,19,1,0,0,0,0,0,0,No Game
2013-07-23,8,0,0,1,0,0,0,0,No Game
2013-07-23,23,0,1,0,0,0,0,0,No Game
2013-07-24,12,0,0,0,0,0,0,1,No Game
2013-07-25,18,0,0,0,0,0,0,1,No Game
2013-07-26,10,0,0,0,0,0,1,0,No Game
2013-07-26,11,0,0,1,0,0,0,0,No Game
2013-07-26,12,0,0,0,0,0,0,1,No Game
2013-07-26,22,0,0,0,0,0,0,1,No Game
2013-07-27,0,0,0,1,0,0,0,0,No Game
2013-07-27,4,0,0,1,0,0,0,0,No Game
2013-07-27,10,1,0,0,0,0,0,0,No Game
2013-07-29,6,0,0,1,0,0,0,0,No Game
2013-07-29,9,0,0,0,0,0,1,0,No Game
2013-07-31,8,0,0,0,0,0,0,1,No Game
2013-07-31,9,0,0,0,0,0,1,0,No Game
2013-07-31,12,0,0,0,0,0,0,1,No Game
2013-07-31,14,0,0,0,0,0,0,1,No Game
2013-07-31,15,1,0,0,0,0,0,0,No Game
2013-07-31,16,0,0,0,0,0,0,1,No Game
2013-07-31,17,0,0,1,0,0,0,0,No Game
2013-07-31,17,0,0,0,0,0,1,0,No Game
2013-08-01,0,0,0,0,0,0,0,1,No Game
2013-08-01,12,0,0,0,0,0,0,1,No Game
2013-08-03,21,1,0,0,0,0,0,0,No Game
2013-08-03,22,0,0,0,0,0,0,1,No Game
2013-08-04,3,0,0,1,0,0,0,0,No Game
2013-08-04,12,0,0,0,0,0,0,1,No Game
2013-08-04,13,1,0,0,0,0,0,0,No Game
2013-08-05,6,0,0,0,0,0,1,0,No Game
2013-08-05,22,0,0,0,0,0,0,1,No Game
2013-08-06,18,0,0,0,0,0,0,1,No Game
2013-08-07,0,0,0,0,0,0,0,1,No Game
2013-08-07,0,0,1,0,0,0,0,0,No Game
2013-08-07,10,0,0,0,0,0,0,1,No Game
2013-08-08,11,1,0,0,0,0,0,0,No Game
2013-08-08,21,1,0,0,0,0,0,0,No Game
2013-08-08,23,0,0,0,0,0,0,1,No Game
2013-08-09,13,0,0,1,0,0,0,0,No Game
2013-08-10,4,0,0,1,0,0,0,0,No Game
2013-08-10,21,0,0,0,0,0,0,1,No Game
2013-08-12,0,0,0,0,0,1,0,0,No Game
2013-08-12,14,0,0,0,0,0,1,0,No Game
2013-08-12,15,1,0,0,0,0,0,0,No Game
2013-08-13,9,0,0,1,0,0,0,0,No Game
2013-08-14,14,1,0,0,0,0,0,0,No Game
2013-08-14,16,0,0,0,0,0,1,0,No Game
2013-08-14,20,0,0,0,0,0,1,0,No Game
2013-08-15,13,1,0,0,0,0,0,0,No Game
2013-08-15,20,1,0,0,0,0,0,0,No Game
2013-08-15,22,0,1,0,0,0,0,0,No Game
2013-08-16,10,0,0,1,0,0,0,0,No Game
2013-08-17,22,0,0,1,0,0,0,0,No Game
2013-08-18,2,0,1,0,0,0,0,0,No Game
2013-08-18,19,0,0,0,0,0,0,1,No Game
2013-08-19,9,0,0,0,0,0,0,1,No Game
2013-08-19,17,1,0,0,0,0,0,0,No Game
2013-08-19,22,1,0,0,0,0,0,0,No Game
2013-08-19,23,1,0,0,0,0,0,0,No Game
2013-08-19,23,1,0,0,0,0,0,0,No Game
2013-08-20,11,0,0,1,0,0,0,0,No Game
2013-08-20,13,0,0,0,0,0,0,1,No Game
2013-08-20,19,0,0,0,0,0,0,1,No Game
2013-08-20,21,0,0,1,0,0,0,0,No Game
2013-08-20,21,0,0,1,0,0,0,0,No Game
2013-08-21,18,0,0,0,0,0,1,0,No Game
2013-08-21,22,1,0,0,0,0,0,0,No Game
2013-08-22,12,0,0,0,0,0,0,1,No Game
2013-08-22,17,0,1,0,0,0,0,0,No Game
2013-08-23,1,0,0,0,0,0,0,1,No Game
2013-08-24,0,0,0,1,0,0,0,0,No Game
2013-08-24,1,1,0,0,0,0,0,0,No Game
2013-08-24,2,1,0,0,0,0,0,0,No Game
2013-08-24,19,0,1,0,0,0,0,0,No Game
2013-08-25,17,0,0,0,0,0,0,1,No Game
2013-08-26,16,0,0,0,0,0,0,1,No Game
2013-08-27,11,0,0,1,0,0,0,0,No Game
2013-08-27,23,0,0,0,0,0,0,1,No Game
2013-08-28,2,0,0,0,0,0,0,1,No Game
2013-08-28,9,0,0,1,0,0,0,0,No Game
2013-08-28,22,1,0,0,0,0,0,0,No Game
2013-08-29,15,0,0,0,0,0,0,1,No Game
2013-08-30,4,0,0,0,0,0,0,1,Won Game
2013-08-30,14,0,0,0,0,0,0,1,Won Game
2013-08-30,17,0,0,1,0,0,0,0,Won Game
2013-08-31,2,0,0,0,0,0,1,0,No Game
2013-08-31,13,0,0,0,0,0,0,1,No Game
2013-08-31,14,0,0,0,0,0,0,1,No Game
2013-08-31,22,0,0,0,0,0,1,0,No Game
2013-09-02,9,0,0,1,0,0,0,0,No Game
2013-09-02,11,1,0,0,0,0,0,0,No Game
2013-09-02,12,0,0,0,0,0,0,1,No Game
2013-09-02,12,0,1,0,0,0,0,0,No Game
2013-09-02,15,0,0,0,0,0,0,1,No Game
2013-09-03,2,0,0,1,0,0,0,0,No Game
2013-09-03,10,1,0,0,0,0,0,0,No Game
2013-09-03,17,0,1,0,0,0,0,0,No Game
2013-09-03,21,0,0,0,0,0,0,1,No Game
2013-09-04,7,0,0,1,0,0,0,0,No Game
2013-09-04,8,0,0,0,0,0,1,0,No Game
2013-09-04,16,0,0,1,0,0,0,0,No Game
2013-09-05,0,0,0,1,0,0,0,0,No Game
2013-09-05,7,0,0,1,0,0,0,0,No Game
2013-09-05,9,0,0,1,0,0,0,0,No Game
2013-09-05,15,0,0,0,0,0,0,1,No Game
2013-09-05,21,0,0,0,0,0,0,1,No Game
2013-09-06,2,0,0,0,0,0,0,1,No Game
2013-09-06,10,1,0,0,0,0,0,0,No Game
2013-09-06,10,0,0,0,0,0,0,1,No Game
2013-09-06,22,0,0,0,0,0,1,0,No Game
2013-09-07,0,0,0,1,0,0,0,0,No Game
2013-09-07,1,0,0,0,0,0,0,1,No Game
2013-09-07,2,1,0,0,0,0,0,0,No Game
2013-09-07,7,0,0,0,0,0,0,1,No Game
2013-09-07,15,1,0,0,0,0,0,0,No Game
2013-09-08,5,1,0,0,0,0,0,0,No Game
2013-09-08,9,0,0,0,0,0,0,1,No Game
2013-09-08,22,0,0,0,0,0,0,1,No Game
2013-09-09,6,0,0,1,0,0,0,0,No Game
2013-09-09,13,0,0,1,0,0,0,0,No Game
2013-09-09,14,0,0,0,0,0,0,1,No Game
2013-09-09,16,0,0,1,0,0,0,0,No Game
2013-09-09,20,0,0,0,0,0,0,1,No Game
2013-09-09,20,0,0,1,0,0,0,0,No Game
2013-09-11,4,0,0,0,0,0,0,1,No Game
2013-09-11,10,0,0,0,0,0,0,1,No Game
2013-09-11,16,1,0,0,0,0,0,0,No Game
2013-09-11,22,0,0,1,0,0,0,0,No Game
2013-09-12,8,0,0,1,0,0,0,0,No Game
2013-09-12,9,0,0,0,0,0,0,1,No Game
2013-09-12,10,0,0,1,0,0,0,0,No Game
2013-09-12,11,0,1,0,0,0,0,0,No Game
2013-09-13,0,0,0,0,0,0,0,1,No Game
2013-09-13,1,0,0,0,0,0,1,0,No Game
2013-09-13,16,0,0,1,0,0,0,0,No Game
2013-09-13,17,0,0,0,0,0,0,1,No Game
2013-09-13,21,1,0,0,0,0,0,0,No Game
2013-09-13,23,0,1,0,0,0,0,0,No Game
2013-09-14,0,0,0,0,0,0,0,1,No Game
2013-09-14,0,1,0,0,0,0,0,0,No Game
2013-09-14,8,0,0,1,0,0,0,0,No Game
2013-09-14,18,0,0,0,0,0,0,1,No Game
2013-09-14,18,0,0,0,0,0,0,1,No Game
2013-09-14,18,0,0,0,0,0,1,0,No Game
2013-09-14,19,1,0,0,0,0,0,0,No Game
2013-09-14,21,1,0,0,0,0,0,0,No Game
2013-09-15,10,0,0,0,0,0,0,1,No Game
2013-09-15,17,0,0,0,0,0,0,1,No Game
2013-09-16,18,0,0,0,0,0,0,1,No Game
2013-09-17,0,1,0,0,0,0,0,0,No Game
2013-09-17,6,0,0,1,0,0,0,0,No Game
2013-09-17,11,0,0,1,0,0,0,0,No Game
2013-09-17,12,0,0,0,0,0,0,1,No Game
2013-09-17,15,0,0,1,0,0,0,0,No Game
2013-09-17,15,0,0,0,0,0,1,0,No Game
2013-09-17,18,1,0,0,0,0,0,0,No Game
2013-09-18,7,1,0,0,0,0,0,0,No Game
2013-09-18,17,0,0,0,0,0,0,1,No Game
2013-09-19,15,0,1,0,0,0,0,0,No Game
2013-09-19,19,0,0,0,0,0,0,1,No Game
2013-09-19,22,0,0,1,0,0,0,0,No Game
2013-09-20,8,0,0,1,0,0,0,0,No Game
2013-09-20,12,0,1,0,0,0,0,0,No Game
2013-09-20,19,0,0,0,0,0,0,1,No Game
2013-09-20,19,0,0,0,0,0,0,1,No Game
2013-09-20,19,0,0,0,0,0,1,0,No Game
2013-09-20,21,0,1,0,0,0,0,0,No Game
2013-09-20,22,0,1,0,0,0,0,0,No Game
2013-09-20,23,0,1,0,0,0,0,0,No Game
2013-09-21,3,0,0,1,0,0,0,0,No Game
2013-09-21,7,0,0,1,0,0,0,0,No Game
2013-09-22,2,0,0,0,0,0,1,0,No Game
2013-09-22,4,0,0,0,0,0,1,0,No Game
2013-09-23,0,0,0,0,0,0,0,1,No Game
2013-09-23,16,0,0,0,0,0,1,0,No Game
2013-09-23,17,0,0,0,0,0,1,0,No Game
2013-09-23,22,0,0,0,0,0,0,1,No Game
2013-09-24,11,0,0,0,0,0,0,1,No Game
2013-09-25,16,0,0,0,0,0,1,0,No Game
2013-09-26,0,1,0,0,0,0,0,0,No Game
2013-09-26,7,0,0,1,0,0,0,0,No Game
2013-09-26,11,0,0,0,0,0,0,1,No Game
2013-09-26,12,0,0,0,0,0,0,1,No Game
2013-09-26,15,0,0,1,0,0,0,0,No Game
2013-09-27,8,0,0,1,0,0,0,0,No Game
2013-09-27,22,0,0,0,0,0,0,1,No Game
2013-09-28,7,0,0,0,0,0,0,1,No Game
2013-09-29,0,0,0,0,0,0,1,0,No Game
2013-09-29,0,0,0,0,0,0,0,1,No Game
2013-09-29,0,0,0,0,0,0,0,1,No Game
2013-09-29,17,0,0,0,0,0,0,1,No Game
2013-09-29,19,0,0,0,0,0,0,1,No Game
2013-09-30,20,0,0,0,0,0,0,1,No Game
2013-10-01,6,0,0,0,0,0,0,1,No Game
2013-10-01,7,1,0,0,0,0,0,0,No Game
2013-10-01,11,0,0,0,0,0,0,1,No Game
2013-10-01,13,0,0,0,0,0,0,1,No Game
2013-10-01,22,0,0,0,0,0,0,1,No Game
2013-10-02,8,0,0,0,0,0,0,1,No Game
2013-10-02,13,0,0,0,0,0,0,1,No Game
2013-10-02,17,1,0,0,0,0,0,0,No Game
2013-10-02,19,0,0,0,0,0,1,0,No Game
2013-10-02,21,1,0,0,0,0,0,0,No Game
2013-10-02,23,0,1,0,0,0,0,0,No Game
2013-10-03,3,1,0,0,0,0,0,0,No Game
2013-10-03,5,0,0,0,0,0,0,1,No Game
2013-10-03,6,0,0,1,0,0,0,0,No Game
2013-10-03,8,0,0,1,0,0,0,0,No Game
2013-10-03,11,0,0,0,0,0,1,0,No Game
2013-10-03,15,0,0,1,0,0,0,0,No Game
2013-10-03,20,1,0,0,0,0,0,0,No Game
2013-10-04,9,0,0,0,0,0,0,1,No Game
2013-10-04,10,0,0,0,0,0,0,1,No Game
2013-10-04,10,0,0,0,0,0,0,1,No Game
2013-10-04,14,0,0,1,0,0,0,0,No Game
2013-10-04,20,1,0,0,0,0,0,0,No Game
2013-10-05,9,0,0,0,0,0,0,1,No Game
2013-10-06,21,0,0,0,0,0,1,0,No Game
2013-10-07,11,0,0,0,0,0,0,1,No Game
2013-10-10,15,0,0,0,0,0,0,1,No Game
2013-10-11,0,1,0,0,0,0,0,0,No Game
2013-10-11,14,0,0,0,0,0,0,1,No Game
2013-10-11,21,0,1,0,0,0,0,0,No Game
2013-10-12,22,0,0,0,0,0,0,1,No Game
2013-10-13,16,0,1,0,0,0,0,0,No Game
2013-10-13,18,0,1,0,0,0,0,0,No Game
2013-10-14,0,0,0,0,0,0,0,1,No Game
2013-10-14,20,0,0,0,0,0,0,1,No Game
2013-10-16,0,0,0,0,0,0,0,1,No Game
2013-10-16,11,0,0,0,0,0,0,1,No Game
2013-10-16,18,0,0,0,0,0,0,1,No Game
2013-10-16,19,0,0,0,0,0,0,1,No Game
2013-10-17,18,1,0,0,0,0,0,0,No Game
2013-10-17,22,0,0,0,0,0,1,0,No Game
2013-10-18,15,0,0,0,0,0,1,0,No Game
2013-10-18,16,1,0,0,0,0,0,0,No Game
2013-10-18,20,0,0,0,0,0,0,1,No Game
2013-10-19,3,1,0,0,0,0,0,0,No Game
2013-10-19,22,1,0,0,0,0,0,0,No Game
2013-10-20,12,0,1,0,0,0,0,0,No Game
2013-10-21,13,0,0,0,0,0,0,1,No Game
2013-10-21,16,0,0,0,0,0,1,0,No Game
2013-10-22,10,0,0,0,0,0,0,1,No Game
2013-10-22,12,1,0,0,0,0,0,0,No Game
2013-10-23,13,1,0,0,0,0,0,0,No Game
2013-10-24,7,0,0,0,0,0,0,1,No Game
2013-10-24,18,0,0,1,0,0,0,0,No Game
2013-10-25,0,0,0,0,0,0,1,0,No Game
2013-10-25,9,0,0,1,0,0,0,0,No Game
2013-10-25,9,1,0,0,0,0,0,0,No Game
2013-10-25,11,0,0,0,0,0,0,1,No Game
2013-10-25,11,0,0,0,0,0,0,1,No Game
2013-10-26,2,1,0,0,0,0,0,0,No Game
2013-10-26,5,1,0,0,0,0,0,0,No Game
2013-10-26,11,0,0,1,0,0,0,0,No Game
2013-10-26,16,0,0,0,0,0,0,1,No Game
2013-10-27,7,0,0,0,0,0,0,1,No Game
2013-10-28,16,0,0,0,0,0,0,1,No Game
2013-10-28,19,1,0,0,0,0,0,0,No Game
2013-10-28,21,0,0,0,0,0,1,0,No Game
2013-10-29,0,0,1,0,0,0,0,0,No Game
2013-10-29,8,1,0,0,0,0,0,0,No Game
2013-10-29,16,0,0,0,0,0,0,1,No Game
2013-10-29,22,0,0,0,0,0,0,1,No Game
2013-10-30,23,0,0,0,0,0,0,1,No Game
2013-10-31,10,0,0,0,0,0,0,1,Won Game
2013-10-31,11,0,0,0,0,0,0,1,Won Game
2013-10-31,15,0,0,1,0,0,0,0,Won Game
2013-11-01,17,0,1,0,0,0,0,0,No Game
2013-11-02,0,0,0,0,0,0,0,1,No Game
2013-11-02,9,0,0,0,0,0,0,1,No Game
2013-11-02,14,1,0,0,0,0,0,0,No Game
2013-11-02,20,0,1,0,0,0,0,0,No Game
2013-11-02,21,0,0,0,0,0,1,0,No Game
2013-11-03,6,1,0,0,0,0,0,0,No Game
2013-11-03,12,0,0,0,0,0,1,0,No Game
2013-11-03,17,1,0,0,0,0,0,0,No Game
2013-11-04,1,0,0,0,0,0,0,1,No Game
2013-11-04,8,0,0,1,0,0,0,0,No Game
2013-11-04,15,0,0,0,0,0,0,1,No Game
2013-11-05,22,0,1,0,0,0,0,0,No Game
2013-11-06,3,0,0,0,0,0,0,1,No Game
2013-11-06,6,0,0,1,0,0,0,0,No Game
2013-11-06,21,0,0,0,0,0,0,1,No Game
2013-11-07,8,0,0,1,0,0,0,0,No Game
2013-11-07,9,0,0,0,0,0,0,1,No Game
2013-11-07,22,0,0,0,0,0,0,1,No Game
2013-11-08,10,0,0,1,0,0,0,0,No Game
2013-11-08,15,1,0,0,0,0,0,0,No Game
2013-11-08,20,0,0,0,0,0,0,1,No Game
2013-11-09,7,0,0,0,0,0,0,1,No Game
2013-11-10,5,0,0,0,0,0,0,1,No Game
2013-11-10,8,0,0,0,0,0,1,0,No Game
2013-11-10,13,1,0,0,0,0,0,0,No Game
2013-11-10,17,0,0,0,0,0,0,1,No Game
2013-11-10,20,1,0,0,0,0,0,0,No Game
2013-11-10,21,1,0,0,0,0,0,0,No Game
2013-11-11,1,0,0,0,0,0,0,1,No Game
2013-11-11,15,1,0,0,0,0,0,0,No Game
2013-11-11,18,1,0,0,0,0,0,0,No Game
2013-11-12,0,0,0,0,0,0,1,0,No Game
2013-11-13,0,0,0,0,0,0,0,1,No Game
2013-11-13,7,0,0,0,0,0,0,1,No Game
2013-11-13,12,0,0,1,0,0,0,0,No Game
2013-11-13,14,1,0,0,0,0,0,0,No Game
2013-11-13,18,0,0,0,0,0,1,0,No Game
2013-11-14,20,0,0,0,0,0,0,1,No Game
2013-11-14,21,0,1,0,0,0,0,0,No Game
2013-11-15,1,0,0,0,0,0,0,1,No Game
2013-11-15,3,0,1,0,0,0,0,0,No Game
2013-11-15,8,0,0,0,0,0,0,1,No Game
2013-11-15,9,0,1,0,0,0,0,0,No Game
2013-11-15,13,0,0,0,0,0,0,1,No Game
2013-11-15,14,0,0,1,0,0,0,0,No Game
2013-11-16,3,0,0,0,0,0,1,0,No Game
2013-11-16,20,1,0,0,0,0,0,0,No Game
2013-11-16,22,0,0,0,0,0,0,1,No Game
2013-11-16,22,0,0,0,0,1,0,0,No Game
2013-11-17,7,0,0,1,0,0,0,0,No Game
2013-11-17,22,1,0,0,0,0,0,0,No Game
2013-11-17,22,0,0,0,0,0,0,1,No Game
2013-11-18,8,0,0,1,0,0,0,0,No Game
2013-11-18,13,1,0,0,0,0,0,0,No Game
2013-11-18,14,1,0,0,0,0,0,0,No Game
2013-11-18,15,0,0,0,0,0,0,1,No Game
2013-11-18,23,1,0,0,0,0,0,0,No Game
2013-11-20,11,0,0,0,0,0,0,1,No Game
2013-11-22,19,0,0,0,0,0,0,1,No Game
2013-11-23,0,1,0,0,0,0,0,0,No Game
2013-11-23,18,0,0,0,0,0,0,1,No Game
2013-11-24,7,0,0,0,1,0,0,0,No Game
2013-11-25,15,0,0,0,0,0,0,1,No Game
2013-11-26,0,0,0,0,0,0,1,0,No Game
2013-11-26,8,1,0,0,0,0,0,0,No Game
2013-11-26,16,0,0,1,0,0,0,0,No Game
2013-11-26,23,0,0,0,0,0,0,1,No Game
2013-11-28,7,0,0,1,0,0,0,0,No Game
2013-11-29,6,0,0,0,0,0,0,1,No Game
2013-11-29,7,0,0,1,0,0,0,0,No Game
2013-11-29,11,0,0,1,0,0,0,0,No Game
2013-11-29,12,0,0,0,0,0,1,0,No Game
2013-11-29,15,1,0,0,0,0,0,0,No Game
2013-11-30,10,0,0,0,0,0,0,1,No Game
2013-11-30,19,0,0,0,0,0,1,0,No Game
2013-12-01,5,0,0,1,0,0,0,0,No Game
2013-12-01,11,0,0,0,0,0,0,1,No Game
2013-12-01,15,0,0,0,0,0,0,1,No Game
2013-12-01,19,0,0,1,0,0,0,0,No Game
2013-12-01,20,1,0,0,0,0,0,0,No Game
2013-12-02,13,0,0,1,0,0,0,0,No Game
2013-12-03,7,1,0,0,0,0,0,0,No Game
2013-12-03,12,0,0,0,0,0,0,1,No Game
2013-12-04,0,0,0,0,0,0,0,1,No Game
2013-12-04,0,0,0,0,0,0,1,0,No Game
2013-12-04,2,1,0,0,0,0,0,0,No Game
2013-12-04,8,0,0,1,0,0,0,0,No Game
2013-12-04,10,0,0,0,0,0,1,0,No Game
2013-12-04,13,1,0,0,0,0,0,0,No Game
2013-12-04,15,0,0,0,0,0,0,1,No Game
2013-12-04,21,0,0,0,0,0,1,0,No Game
2013-12-05,0,0,0,0,0,0,0,1,No Game
2013-12-05,3,0,0,0,0,0,0,1,No Game
2013-12-05,12,0,0,0,0,0,1,0,No Game
2013-12-05,14,0,0,0,0,0,0,1,No Game
2013-12-06,0,0,0,0,0,0,0,1,No Game
2013-12-06,8,0,0,1,0,0,0,0,No Game
2013-12-06,12,0,0,0,0,0,0,1,No Game
2013-12-06,15,0,0,1,0,0,0,0,No Game
2013-12-06,16,0,0,0,0,0,0,1,No Game
2013-12-07,12,0,0,1,0,0,0,0,No Game
2013-12-07,19,0,0,0,0,0,0,1,No Game
2013-12-07,22,0,0,1,0,0,0,0,No Game
2013-12-08,19,0,0,0,0,0,0,1,No Game
2013-12-09,17,0,0,0,0,0,0,1,No Game
2013-12-09,20,0,0,0,0,0,0,1,No Game
2013-12-10,0,0,0,0,0,0,0,1,No Game
2013-12-10,6,0,0,0,0,0,0,1,No Game
2013-12-10,16,1,0,0,0,0,0,0,No Game
2013-12-10,16,0,0,0,0,0,0,1,No Game
2013-12-10,21,0,0,0,0,0,0,1,No Game
2013-12-10,21,0,0,1,0,0,0,0,No Game
2013-12-11,13,0,1,0,0,0,0,0,No Game
2013-12-11,22,0,0,0,0,0,0,1,No Game
2013-12-12,12,0,0,0,0,0,0,1,No Game
2013-12-13,5,0,0,0,0,0,1,0,No Game
2013-12-13,7,0,0,1,0,0,0,0,No Game
2013-12-13,13,1,0,0,0,0,0,0,No Game
2013-12-13,15,1,0,0,0,0,0,0,No Game
2013-12-14,4,0,0,0,0,0,1,0,No Game
2013-12-14,10,0,0,1,0,0,0,0,No Game
2013-12-14,16,0,0,0,0,0,0,1,No Game
2013-12-15,0,0,0,0,0,0,0,1,No Game
2013-12-16,10,0,0,0,0,0,0,1,No Game
2013-12-17,0,0,0,0,0,0,0,1,No Game
2013-12-17,8,0,0,1,0,0,0,0,No Game
2013-12-17,22,0,0,0,0,0,0,1,No Game
2013-12-18,1,0,1,0,0,0,0,0,No Game
2013-12-18,12,0,0,0,0,0,1,0,No Game
2013-12-19,9,0,0,0,0,0,0,1,No Game
2013-12-19,16,0,0,0,0,0,0,1,No Game
2013-12-19,21,0,0,0,0,0,0,1,No Game
2013-12-20,0,0,0,0,0,0,0,1,No Game
2013-12-20,12,0,0,1,0,0,0,0,No Game
2013-12-21,0,1,0,0,0,0,0,0,No Game
2013-12-21,18,0,0,0,0,0,0,1,No Game
2013-12-22,19,0,0,0,0,0,0,1,No Game
2013-12-23,23,0,0,0,0,0,1,0,No Game
2013-12-24,0,0,0,0,0,0,0,1,No Game
2013-12-24,8,0,0,0,0,0,0,1,No Game
2013-12-25,21,0,0,0,0,0,0,1,No Game
2013-12-26,12,1,0,0,0,0,0,0,No Game
2013-12-27,15,0,0,0,0,0,1,0,No Game
2013-12-27,21,0,0,0,0,0,1,0,No Game
2013-12-27,22,0,0,0,0,0,0,1,No Game
2013-12-28,9,0,0,0,0,0,0,1,No Game
2013-12-28,12,0,0,1,0,0,0,0,No Game
2013-12-28,22,1,0,0,0,0,0,0,No Game
2013-12-29,6,0,0,1,0,0,0,0,No Game
2013-12-29,12,0,0,0,0,0,0,1,No Game
2013-12-29,17,0,0,0,0,0,0,1,No Game
2013-12-29,19,0,0,1,0,0,0,0,No Game
2013-12-31,1,0,0,1,0,0,0,0,No Game
2013-12-31,17,0,0,0,0,0,0,1,No Game
2013-12-31,19,0,0,1,0,0,0,0,No Game
2013-12-31,19,1,0,0,0,0,0,0,No Game
2014-01-01,0,1,0,0,0,0,0,0,No Game
2014-01-01,0,0,0,0,0,0,0,1,No Game
2014-01-01,9,0,0,0,0,0,1,0,No Game
2014-01-01,13,0,0,0,0,0,0,1,No Game
2014-01-01,19,1,0,0,0,0,0,0,No Game
2014-01-01,20,0,0,0,0,0,1,0,No Game
2014-01-02,9,0,0,1,0,0,0,0,No Game
2014-01-02,12,1,0,0,0,0,0,0,No Game
2014-01-02,22,0,0,0,0,0,0,1,No Game
