date,sum_crimes,weekday,month,mode_hr,game,seasons
2010-01-01,18,Friday,Jan,0,No Game,No game
2010-01-02,13,Saturday,Jan,14,No Game,No game
2010-01-03,12,Sunday,Jan,0,No Game,No game
2010-01-04,9,Monday,Jan,14,No Game,No game
2010-01-05,8,Tuesday,Jan,2,No Game,No game
2010-01-06,8,Wednesday,Jan,0,No Game,No game
2010-01-07,10,Thursday,Jan,17,No Game,No game
2010-01-08,11,Friday,Jan,23,No Game,No game
2010-01-09,15,Saturday,Jan,0,No Game,No game
2010-01-10,11,Sunday,Jan,22,No Game,No game
2010-01-11,10,Monday,Jan,17,No Game,No game
2010-01-12,6,Tuesday,Jan,12,No Game,No game
2010-01-13,10,Wednesday,Jan,22,No Game,No game
2010-01-14,4,Thursday,Jan,9,No Game,No game
2010-01-15,15,Friday,Jan,0,No Game,No game
2010-01-16,9,Saturday,Jan,20,No Game,No game
2010-01-17,9,Sunday,Jan,12,No Game,No game
2010-01-18,11,Monday,Jan,10,No Game,No game
2010-01-19,5,Tuesday,Jan,17,No Game,No game
2010-01-20,6,Wednesday,Jan,1,No Game,No game
2010-01-21,11,Thursday,Jan,14,No Game,No game
2010-01-22,11,Friday,Jan,19,No Game,No game
2010-01-23,12,Saturday,Jan,0,No Game,No game
2010-01-24,13,Sunday,Jan,21,No Game,No game
2010-01-25,9,Monday,Jan,0,No Game,No game
2010-01-26,13,Tuesday,Jan,17,No Game,No game
2010-01-27,10,Wednesday,Jan,18,No Game,No game
2010-01-28,8,Thursday,Jan,0,No Game,No game
2010-01-29,8,Friday,Jan,0,No Game,No game
2010-01-30,9,Saturday,Jan,1,No Game,No game
2010-01-31,10,Sunday,Jan,1,No Game,No game
2010-02-01,4,Monday,Feb,8,No Game,No game
2010-02-02,6,Tuesday,Feb,13,No Game,No game
2010-02-03,14,Wednesday,Feb,17,No Game,No game
2010-02-04,12,Thursday,Feb,18,No Game,No game
2010-02-05,10,Friday,Feb,0,No Game,No game
2010-02-06,11,Saturday,Feb,0,No Game,No game
2010-02-07,16,Sunday,Feb,16,No Game,No game
2010-02-08,5,Monday,Feb,17,No Game,No game
2010-02-09,8,Tuesday,Feb,0,No Game,No game
2010-02-10,5,Wednesday,Feb,8,No Game,No game
2010-02-11,4,Thursday,Feb,19,No Game,No game
2010-02-12,12,Friday,Feb,5,No Game,No game
2010-02-13,13,Saturday,Feb,13,No Game,No game
2010-02-14,13,Sunday,Feb,1,No Game,No game
2010-02-15,14,Monday,Feb,11,No Game,No game
2010-02-16,12,Tuesday,Feb,11,No Game,No game
2010-02-17,6,Wednesday,Feb,1,No Game,No game
2010-02-18,8,Thursday,Feb,0,No Game,No game
2010-02-19,6,Friday,Feb,23,No Game,No game
2010-02-20,9,Saturday,Feb,0,No Game,No game
2010-02-21,14,Sunday,Feb,2,No Game,No game
2010-02-22,16,Monday,Feb,19,No Game,No game
2010-02-23,15,Tuesday,Feb,17,No Game,No game
2010-02-24,8,Wednesday,Feb,9,No Game,No game
2010-02-25,6,Thursday,Feb,0,No Game,No game
2010-02-26,14,Friday,Feb,0,No Game,No game
2010-02-27,9,Saturday,Feb,22,No Game,No game
2010-02-28,10,Sunday,Feb,2,No Game,No game
2010-03-01,13,Monday,Mar,18,No Game,No game
2010-03-02,8,Tuesday,Mar,18,No Game,No game
2010-03-03,13,Wednesday,Mar,0,No Game,No game
2010-03-04,7,Thursday,Mar,11,No Game,No game
2010-03-05,12,Friday,Mar,0,No Game,No game
2010-03-06,12,Saturday,Mar,11,No Game,No game
2010-03-07,12,Sunday,Mar,0,No Game,No game
2010-03-08,11,Monday,Mar,10,No Game,No game
2010-03-09,10,Tuesday,Mar,13,No Game,No game
2010-03-10,10,Wednesday,Mar,20,No Game,No game
2010-03-11,7,Thursday,Mar,3,No Game,No game
2010-03-12,9,Friday,Mar,22,No Game,No game
2010-03-13,12,Saturday,Mar,18,No Game,No game
2010-03-14,17,Sunday,Mar,0,No Game,No game
2010-03-15,4,Monday,Mar,5,No Game,No game
2010-03-16,10,Tuesday,Mar,18,No Game,No game
2010-03-17,13,Wednesday,Mar,0,No Game,No game
2010-03-18,8,Thursday,Mar,19,No Game,No game
2010-03-19,7,Friday,Mar,13,No Game,No game
2010-03-20,10,Saturday,Mar,0,No Game,No game
2010-03-21,7,Sunday,Mar,18,No Game,No game
2010-03-22,8,Monday,Mar,7,No Game,No game
2010-03-23,16,Tuesday,Mar,10,No Game,No game
2010-03-24,5,Wednesday,Mar,12,No Game,No game
2010-03-25,11,Thursday,Mar,0,No Game,No game
2010-03-26,11,Friday,Mar,7,No Game,No game
2010-03-27,15,Saturday,Mar,13,No Game,No game
2010-03-28,13,Sunday,Mar,0,No Game,No game
2010-03-29,13,Monday,Mar,0,No Game,No game
2010-03-30,13,Tuesday,Mar,19,No Game,No game
2010-03-31,8,Wednesday,Mar,0,No Game,No game
2010-04-01,10,Thursday,Apr,0,No Game,No game
2010-04-02,8,Friday,Apr,0,No Game,No game
2010-04-03,8,Saturday,Apr,11,No Game,No game
2010-04-04,11,Sunday,Apr,19,No Game,No game
2010-04-05,17,Monday,Apr,19,Lost Game,Regular
2010-04-06,9,Tuesday,Apr,0,Lost Game,Regular
2010-04-07,8,Wednesday,Apr,12,Lost Game,Regular
2010-04-08,8,Thursday,Apr,17,No Game,No game
2010-04-09,12,Friday,Apr,17,Lost Game,Regular
2010-04-10,14,Saturday,Apr,0,Lost Game,Regular
2010-04-11,6,Sunday,Apr,0,Lost Game,Regular
2010-04-12,13,Monday,Apr,21,No Game,No game
2010-04-13,7,Tuesday,Apr,2,No Game,No game
2010-04-14,3,Wednesday,Apr,13,No Game,No game
2010-04-15,8,Thursday,Apr,0,No Game,No game
2010-04-16,17,Friday,Apr,8,No Game,No game
2010-04-17,4,Saturday,Apr,1,No Game,No game
2010-04-18,5,Sunday,Apr,0,No Game,No game
2010-04-19,9,Monday,Apr,13,No Game,No game
2010-04-20,6,Tuesday,Apr,0,Won Game,Regular
2010-04-21,4,Wednesday,Apr,12,Won Game,Regular
2010-04-22,13,Thursday,Apr,8,Lost Game,Regular
2010-04-23,11,Friday,Apr,22,Won Game,Regular
2010-04-24,9,Saturday,Apr,15,Won Game,Regular
2010-04-25,15,Sunday,Apr,0,Won Game,Regular
2010-04-26,2,Monday,Apr,0,No Game,No game
2010-04-27,13,Tuesday,Apr,18,Lost Game,Regular
2010-04-28,8,Wednesday,Apr,19,Lost Game,Regular
2010-04-29,10,Thursday,Apr,12,Lost Game,Regular
2010-04-30,10,Friday,Apr,0,No Game,No game
2010-05-01,7,Saturday,May,23,No Game,No game
2010-05-02,11,Sunday,May,0,No Game,No game
2010-05-03,10,Monday,May,0,Lost Game,Regular
2010-05-04,13,Tuesday,May,14,Lost Game,Regular
2010-05-05,10,Wednesday,May,18,Won Game,Regular
2010-05-06,2,Thursday,May,14,Lost Game,Regular
2010-05-07,13,Friday,May,0,Lost Game,Regular
2010-05-08,14,Saturday,May,6,Lost Game,Regular
2010-05-09,10,Sunday,May,0,Won Game,Regular
2010-05-10,7,Monday,May,21,No Game,No game
2010-05-11,5,Tuesday,May,0,No Game,No game
2010-05-12,8,Wednesday,May,22,No Game,No game
2010-05-13,8,Thursday,May,11,No Game,No game
2010-05-14,13,Friday,May,23,No Game,No game
2010-05-15,25,Saturday,May,23,No Game,No game
2010-05-16,10,Sunday,May,0,No Game,No game
2010-05-17,8,Monday,May,12,No Game,No game
2010-05-18,12,Tuesday,May,13,No Game,No game
2010-05-19,14,Wednesday,May,0,Won Game,Regular
2010-05-20,11,Thursday,May,19,Lost Game,Regular
2010-05-21,11,Friday,May,15,Won Game,Regular
2010-05-22,11,Saturday,May,2,Lost Game,Regular
2010-05-23,6,Sunday,May,0,Lost Game,Regular
2010-05-24,13,Monday,May,0,No Game,No game
2010-05-25,8,Tuesday,May,19,No Game,No game
2010-05-26,10,Wednesday,May,18,No Game,No game
2010-05-27,8,Thursday,May,22,No Game,No game
2010-05-28,30,Friday,May,21,No Game,No game
2010-05-29,6,Saturday,May,19,No Game,No game
2010-05-30,17,Sunday,May,0,No Game,No game
2010-05-31,2,Monday,May,12,Lost Game,Regular
2010-06-01,12,Tuesday,Jun,0,Won Game,Regular
2010-06-02,11,Wednesday,Jun,17,Won Game,Regular
2010-06-03,16,Thursday,Jun,8,Won Game,Regular
2010-06-04,18,Friday,Jun,23,Won Game,Regular
2010-06-05,15,Saturday,Jun,0,Lost Game,Regular
2010-06-06,9,Sunday,Jun,0,Won Game,Regular
2010-06-07,10,Monday,Jun,17,No Game,No game
2010-06-08,12,Tuesday,Jun,6,No Game,No game
2010-06-09,8,Wednesday,Jun,19,No Game,No game
2010-06-10,5,Thursday,Jun,19,No Game,No game
2010-06-11,22,Friday,Jun,17,No Game,No game
2010-06-12,6,Saturday,Jun,8,No Game,No game
2010-06-13,10,Sunday,Jun,2,No Game,No game
2010-06-14,9,Monday,Jun,1,No Game,No game
2010-06-15,12,Tuesday,Jun,0,No Game,No game
2010-06-16,11,Wednesday,Jun,0,No Game,No game
2010-06-17,8,Thursday,Jun,8,No Game,No game
2010-06-18,8,Friday,Jun,0,Lost Game,Regular
2010-06-19,9,Saturday,Jun,1,Lost Game,Regular
2010-06-20,7,Sunday,Jun,12,Lost Game,Regular
2010-06-21,9,Monday,Jun,18,No Game,No game
2010-06-22,12,Tuesday,Jun,7,Lost Game,Regular
2010-06-23,12,Wednesday,Jun,0,Won Game,Regular
2010-06-24,11,Thursday,Jun,22,Won Game,Regular
2010-06-25,16,Friday,Jun,23,No Game,No game
2010-06-26,12,Saturday,Jun,0,No Game,No game
2010-06-27,12,Sunday,Jun,0,No Game,No game
2010-06-28,11,Monday,Jun,12,No Game,No game
2010-06-29,11,Tuesday,Jun,0,No Game,No game
2010-06-30,6,Wednesday,Jun,0,No Game,No game
2010-07-01,13,Thursday,Jul,19,No Game,No game
2010-07-02,9,Friday,Jul,11,No Game,No game
2010-07-03,15,Saturday,Jul,23,No Game,No game
2010-07-04,13,Sunday,Jul,0,No Game,No game
2010-07-05,7,Monday,Jul,0,No Game,No game
2010-07-06,7,Tuesday,Jul,18,Won Game,Regular
2010-07-07,7,Wednesday,Jul,19,Won Game,Regular
2010-07-08,8,Thursday,Jul,8,Won Game,Regular
2010-07-09,4,Friday,Jul,0,Lost Game,Regular
2010-07-10,10,Saturday,Jul,23,Won Game,Regular
2010-07-11,3,Sunday,Jul,1,Lost Game,Regular
2010-07-12,6,Monday,Jul,3,No Game,No game
2010-07-13,5,Tuesday,Jul,8,No Game,No game
2010-07-14,13,Wednesday,Jul,0,No Game,No game
2010-07-15,19,Thursday,Jul,19,No Game,No game
2010-07-16,14,Friday,Jul,20,No Game,No game
2010-07-17,12,Saturday,Jul,0,No Game,No game
2010-07-18,4,Sunday,Jul,3,No Game,No game
2010-07-19,7,Monday,Jul,9,No Game,No game
2010-07-20,8,Tuesday,Jul,0,No Game,No game
2010-07-21,5,Wednesday,Jul,2,No Game,No game
2010-07-22,9,Thursday,Jul,0,No Game,No game
2010-07-23,9,Friday,Jul,0,Lost Game,Regular
2010-07-24,8,Saturday,Jul,12,Lost Game,Regular
2010-07-25,7,Sunday,Jul,0,Won Game,Regular
2010-07-26,6,Monday,Jul,0,Lost Game,Regular
2010-07-27,5,Tuesday,Jul,0,Won Game,Regular
2010-07-28,7,Wednesday,Jul,14,Won Game,Regular
2010-07-29,15,Thursday,Jul,8,No Game,No game
2010-07-30,15,Friday,Jul,17,Won Game,Regular
2010-07-31,10,Saturday,Jul,0,Won Game,Regular
2010-08-01,7,Sunday,Aug,1,Won Game,Regular
2010-08-02,11,Monday,Aug,8,No Game,No game
2010-08-03,5,Tuesday,Aug,8,No Game,No game
2010-08-04,5,Wednesday,Aug,17,No Game,No game
2010-08-05,5,Thursday,Aug,11,No Game,No game
2010-08-06,10,Friday,Aug,8,No Game,No game
2010-08-07,9,Saturday,Aug,1,No Game,No game
2010-08-08,14,Sunday,Aug,8,No Game,No game
2010-08-09,14,Monday,Aug,19,Won Game,Regular
2010-08-10,5,Tuesday,Aug,2,Lost Game,Regular
2010-08-11,8,Wednesday,Aug,0,Lost Game,Regular
2010-08-12,4,Thursday,Aug,5,No Game,No game
2010-08-13,12,Friday,Aug,23,Won Game,Regular
2010-08-14,10,Saturday,Aug,1,Won Game,Regular
2010-08-15,9,Sunday,Aug,18,Won Game,Regular
2010-08-16,6,Monday,Aug,16,Lost Game,Regular
2010-08-17,7,Tuesday,Aug,18,Won Game,Regular
2010-08-18,15,Wednesday,Aug,20,Lost Game,Regular
2010-08-19,9,Thursday,Aug,20,Won Game,Regular
2010-08-20,14,Friday,Aug,22,No Game,No game
2010-08-21,13,Saturday,Aug,19,No Game,No game
2010-08-22,5,Sunday,Aug,20,No Game,No game
2010-08-23,6,Monday,Aug,0,No Game,No game
2010-08-24,5,Tuesday,Aug,8,No Game,No game
2010-08-25,6,Wednesday,Aug,18,No Game,No game
2010-08-26,2,Thursday,Aug,11,No Game,No game
2010-08-27,7,Friday,Aug,18,No Game,No game
2010-08-28,11,Saturday,Aug,23,No Game,No game
2010-08-29,2,Sunday,Aug,14,No Game,No game
2010-08-30,8,Monday,Aug,9,Won Game,Regular
2010-08-31,3,Tuesday,Aug,12,Won Game,Regular
2010-09-01,7,Wednesday,Sep,12,Won Game,Regular
2010-09-02,5,Thursday,Sep,20,No Game,No game
2010-09-03,17,Friday,Sep,19,No Game,No game
2010-09-04,5,Saturday,Sep,9,No Game,No game
2010-09-05,9,Sunday,Sep,15,No Game,No game
2010-09-06,15,Monday,Sep,0,No Game,No game
2010-09-07,12,Tuesday,Sep,8,No Game,No game
2010-09-08,13,Wednesday,Sep,12,No Game,No game
2010-09-09,6,Thursday,Sep,10,Won Game,Regular
2010-09-10,16,Friday,Sep,22,Lost Game,Regular
2010-09-11,8,Saturday,Sep,9,Lost Game,Regular
2010-09-12,5,Sunday,Sep,1,Won Game,Regular
2010-09-13,13,Monday,Sep,18,Won Game,Regular
2010-09-14,8,Tuesday,Sep,17,Won Game,Regular
2010-09-15,6,Wednesday,Sep,12,Lost Game,Regular
2010-09-16,8,Thursday,Sep,13,No Game,No game
2010-09-17,21,Friday,Sep,18,Won Game,Regular
2010-09-18,9,Saturday,Sep,13,Lost Game,Regular
2010-09-19,10,Sunday,Sep,17,Won Game,Regular
2010-09-20,7,Monday,Sep,6,No Game,No game
2010-09-21,8,Tuesday,Sep,8,No Game,No game
2010-09-22,10,Wednesday,Sep,8,No Game,No game
2010-09-23,11,Thursday,Sep,12,No Game,No game
2010-09-24,12,Friday,Sep,23,No Game,No game
2010-09-25,11,Saturday,Sep,20,No Game,No game
2010-09-26,5,Sunday,Sep,6,No Game,No game
2010-09-27,6,Monday,Sep,0,No Game,No game
2010-09-28,5,Tuesday,Sep,16,No Game,No game
2010-09-29,6,Wednesday,Sep,0,No Game,No game
2010-09-30,16,Thursday,Sep,8,No Game,No game
2010-10-01,12,Friday,Oct,0,Lost Game,Regular
2010-10-02,13,Saturday,Oct,7,Lost Game,Regular
2010-10-03,17,Sunday,Oct,1,Won Game,Regular
2010-10-04,3,Monday,Oct,5,No Game,No game
2010-10-05,7,Tuesday,Oct,18,No Game,No game
2010-10-06,9,Wednesday,Oct,15,No Game,No game
2010-10-07,4,Thursday,Oct,12,No Game,No game
2010-10-08,11,Friday,Oct,12,No Game,No game
2010-10-09,14,Saturday,Oct,19,No Game,No game
2010-10-10,9,Sunday,Oct,11,No Game,No game
2010-10-11,12,Monday,Oct,11,No Game,No game
2010-10-12,9,Tuesday,Oct,14,No Game,No game
2010-10-13,10,Wednesday,Oct,22,No Game,No game
2010-10-14,12,Thursday,Oct,20,No Game,No game
2010-10-15,11,Friday,Oct,0,No Game,No game
2010-10-16,5,Saturday,Oct,0,No Game,No game
2010-10-17,4,Sunday,Oct,3,No Game,No game
2010-10-18,9,Monday,Oct,9,No Game,No game
2010-10-19,8,Tuesday,Oct,11,No Game,No game
2010-10-20,7,Wednesday,Oct,9,No Game,No game
2010-10-21,15,Thursday,Oct,19,No Game,No game
2010-10-22,12,Friday,Oct,17,No Game,No game
2010-10-23,16,Saturday,Oct,22,No Game,No game
2010-10-24,10,Sunday,Oct,16,No Game,No game
2010-10-25,10,Monday,Oct,6,No Game,No game
2010-10-26,7,Tuesday,Oct,7,No Game,No game
2010-10-27,5,Wednesday,Oct,1,No Game,No game
2010-10-28,10,Thursday,Oct,2,No Game,No game
2010-10-29,11,Friday,Oct,13,No Game,No game
2010-10-30,14,Saturday,Oct,22,No Game,No game
2010-10-31,10,Sunday,Oct,2,No Game,No game
2010-11-01,11,Monday,Nov,19,No Game,No game
2010-11-02,7,Tuesday,Nov,14,No Game,No game
2010-11-03,5,Wednesday,Nov,8,No Game,No game
2010-11-04,3,Thursday,Nov,1,No Game,No game
2010-11-05,17,Friday,Nov,11,No Game,No game
2010-11-06,7,Saturday,Nov,3,No Game,No game
2010-11-07,9,Sunday,Nov,1,No Game,No game
2010-11-08,8,Monday,Nov,12,No Game,No game
2010-11-09,9,Tuesday,Nov,6,No Game,No game
2010-11-10,8,Wednesday,Nov,0,No Game,No game
2010-11-11,12,Thursday,Nov,0,No Game,No game
2010-11-12,6,Friday,Nov,14,No Game,No game
2010-11-13,13,Saturday,Nov,2,No Game,No game
2010-11-14,8,Sunday,Nov,2,No Game,No game
2010-11-15,10,Monday,Nov,1,No Game,No game
2010-11-16,12,Tuesday,Nov,20,No Game,No game
2010-11-17,5,Wednesday,Nov,19,No Game,No game
2010-11-18,9,Thursday,Nov,18,No Game,No game
2010-11-19,13,Friday,Nov,17,No Game,No game
2010-11-20,11,Saturday,Nov,23,No Game,No game
2010-11-21,4,Sunday,Nov,0,No Game,No game
2010-11-22,5,Monday,Nov,6,No Game,No game
2010-11-23,18,Tuesday,Nov,22,No Game,No game
2010-11-24,20,Wednesday,Nov,15,No Game,No game
2010-11-25,7,Thursday,Nov,19,No Game,No game
2010-11-26,11,Friday,Nov,1,No Game,No game
2010-11-27,8,Saturday,Nov,13,No Game,No game
2010-11-28,11,Sunday,Nov,0,No Game,No game
2010-11-29,6,Monday,Nov,15,No Game,No game
2010-11-30,6,Tuesday,Nov,22,No Game,No game
2010-12-01,7,Wednesday,Dec,4,No Game,No game
2010-12-02,7,Thursday,Dec,10,No Game,No game
2010-12-03,10,Friday,Dec,12,No Game,No game
2010-12-04,8,Saturday,Dec,10,No Game,No game
2010-12-05,13,Sunday,Dec,0,No Game,No game
2010-12-06,2,Monday,Dec,9,No Game,No game
2010-12-07,4,Tuesday,Dec,17,No Game,No game
2010-12-08,9,Wednesday,Dec,0,No Game,No game
2010-12-09,3,Thursday,Dec,23,No Game,No game
2010-12-10,17,Friday,Dec,0,No Game,No game
2010-12-11,13,Saturday,Dec,10,No Game,No game
2010-12-12,3,Sunday,Dec,0,No Game,No game
2010-12-13,11,Monday,Dec,11,No Game,No game
2010-12-14,12,Tuesday,Dec,12,No Game,No game
2010-12-15,7,Wednesday,Dec,1,No Game,No game
2010-12-16,6,Thursday,Dec,0,No Game,No game
2010-12-17,4,Friday,Dec,9,No Game,No game
2010-12-18,9,Saturday,Dec,8,No Game,No game
2010-12-19,3,Sunday,Dec,0,No Game,No game
2010-12-20,9,Monday,Dec,16,No Game,No game
2010-12-21,2,Tuesday,Dec,9,No Game,No game
2010-12-22,6,Wednesday,Dec,8,No Game,No game
2010-12-23,4,Thursday,Dec,9,No Game,No game
2010-12-24,17,Friday,Dec,0,No Game,No game
2010-12-25,4,Saturday,Dec,0,No Game,No game
2010-12-26,2,Sunday,Dec,16,No Game,No game
2010-12-27,1,Monday,Dec,18,No Game,No game
2010-12-28,3,Tuesday,Dec,6,No Game,No game
2010-12-29,6,Wednesday,Dec,9,No Game,No game
2010-12-30,5,Thursday,Dec,10,No Game,No game
2010-12-31,15,Friday,Dec,23,No Game,No game
2011-01-01,13,Saturday,Jan,0,No Game,No game
2011-01-02,6,Sunday,Jan,1,No Game,No game
2011-01-03,5,Monday,Jan,18,No Game,No game
2011-01-04,3,Tuesday,Jan,10,No Game,No game
2011-01-05,4,Wednesday,Jan,0,No Game,No game
2011-01-06,9,Thursday,Jan,0,No Game,No game
2011-01-07,7,Friday,Jan,18,No Game,No game
2011-01-08,12,Saturday,Jan,21,No Game,No game
2011-01-09,4,Sunday,Jan,0,No Game,No game
2011-01-10,5,Monday,Jan,8,No Game,No game
2011-01-11,3,Tuesday,Jan,6,No Game,No game
2011-01-12,5,Wednesday,Jan,21,No Game,No game
2011-01-13,1,Thursday,Jan,12,No Game,No game
2011-01-14,10,Friday,Jan,0,No Game,No game
2011-01-15,11,Saturday,Jan,2,No Game,No game
2011-01-16,6,Sunday,Jan,0,No Game,No game
2011-01-17,8,Monday,Jan,15,No Game,No game
2011-01-18,11,Tuesday,Jan,7,No Game,No game
2011-01-19,5,Wednesday,Jan,5,No Game,No game
2011-01-20,7,Thursday,Jan,9,No Game,No game
2011-01-21,5,Friday,Jan,23,No Game,No game
2011-01-22,9,Saturday,Jan,0,No Game,No game
2011-01-23,4,Sunday,Jan,13,No Game,No game
2011-01-24,5,Monday,Jan,3,No Game,No game
2011-01-25,3,Tuesday,Jan,1,No Game,No game
2011-01-26,3,Wednesday,Jan,0,No Game,No game
2011-01-27,4,Thursday,Jan,8,No Game,No game
2011-01-28,3,Friday,Jan,8,No Game,No game
2011-01-29,7,Saturday,Jan,3,No Game,No game
2011-01-30,19,Sunday,Jan,1,No Game,No game
2011-01-31,3,Monday,Jan,9,No Game,No game
2011-02-01,7,Tuesday,Feb,0,No Game,No game
2011-02-02,5,Wednesday,Feb,2,No Game,No game
2011-02-03,4,Thursday,Feb,0,No Game,No game
2011-02-04,4,Friday,Feb,0,No Game,No game
2011-02-05,8,Saturday,Feb,12,No Game,No game
2011-02-06,6,Sunday,Feb,12,No Game,No game
2011-02-07,5,Monday,Feb,5,No Game,No game
2011-02-08,1,Tuesday,Feb,9,No Game,No game
2011-02-09,3,Wednesday,Feb,9,No Game,No game
2011-02-10,3,Thursday,Feb,11,No Game,No game
2011-02-11,5,Friday,Feb,8,No Game,No game
2011-02-12,2,Saturday,Feb,9,No Game,No game
2011-02-13,3,Sunday,Feb,0,No Game,No game
2011-02-14,5,Monday,Feb,0,No Game,No game
2011-02-15,4,Tuesday,Feb,4,No Game,No game
2011-02-16,9,Wednesday,Feb,12,No Game,No game
2011-02-17,4,Thursday,Feb,1,No Game,No game
2011-02-18,2,Friday,Feb,0,No Game,No game
2011-02-19,8,Saturday,Feb,23,No Game,No game
2011-02-20,9,Sunday,Feb,2,No Game,No game
2011-02-21,2,Monday,Feb,4,No Game,No game
2011-02-22,5,Tuesday,Feb,13,No Game,No game
2011-02-23,5,Wednesday,Feb,18,No Game,No game
2011-02-24,4,Thursday,Feb,9,No Game,No game
2011-02-25,12,Friday,Feb,0,No Game,No game
2011-02-26,6,Saturday,Feb,3,No Game,No game
2011-02-27,6,Sunday,Feb,0,No Game,No game
2011-02-28,14,Monday,Feb,0,No Game,No game
2011-03-01,9,Tuesday,Mar,7,No Game,No game
2011-03-02,6,Wednesday,Mar,2,No Game,No game
2011-03-03,6,Thursday,Mar,5,No Game,No game
2011-03-04,5,Friday,Mar,6,No Game,No game
2011-03-05,7,Saturday,Mar,11,No Game,No game
2011-03-06,5,Sunday,Mar,19,No Game,No game
2011-03-07,2,Monday,Mar,7,No Game,No game
2011-03-08,8,Tuesday,Mar,17,No Game,No game
2011-03-09,6,Wednesday,Mar,16,No Game,No game
2011-03-10,7,Thursday,Mar,7,No Game,No game
2011-03-11,4,Friday,Mar,2,No Game,No game
2011-03-12,9,Saturday,Mar,22,No Game,No game
2011-03-13,7,Sunday,Mar,0,No Game,No game
2011-03-14,9,Monday,Mar,9,No Game,No game
2011-03-15,12,Tuesday,Mar,12,No Game,No game
2011-03-16,6,Wednesday,Mar,14,No Game,No game
2011-03-17,8,Thursday,Mar,17,No Game,No game
2011-03-18,11,Friday,Mar,23,No Game,No game
2011-03-19,10,Saturday,Mar,0,No Game,No game
2011-03-20,9,Sunday,Mar,0,No Game,No game
2011-03-21,7,Monday,Mar,12,No Game,No game
2011-03-22,3,Tuesday,Mar,8,No Game,No game
2011-03-23,7,Wednesday,Mar,0,No Game,No game
2011-03-24,12,Thursday,Mar,12,No Game,No game
2011-03-25,12,Friday,Mar,20,No Game,No game
2011-03-26,5,Saturday,Mar,0,No Game,No game
2011-03-27,6,Sunday,Mar,2,No Game,No game
2011-03-28,7,Monday,Mar,17,No Game,No game
2011-03-29,4,Tuesday,Mar,12,No Game,No game
2011-03-30,3,Wednesday,Mar,6,No Game,No game
2011-03-31,10,Thursday,Mar,6,No Game,No game
2011-04-01,10,Friday,Apr,14,No Game,No game
2011-04-02,7,Saturday,Apr,14,No Game,No game
2011-04-03,13,Sunday,Apr,13,No Game,No game
2011-04-04,4,Monday,Apr,1,No Game,No game
2011-04-05,7,Tuesday,Apr,17,No Game,No game
2011-04-06,7,Wednesday,Apr,23,No Game,No game
2011-04-07,7,Thursday,Apr,1,No Game,No game
2011-04-08,11,Friday,Apr,17,Lost Game,Regular
2011-04-09,14,Saturday,Apr,0,Lost Game,Regular
2011-04-10,4,Sunday,Apr,0,Won Game,Regular
2011-04-11,5,Monday,Apr,17,Lost Game,Regular
2011-04-12,10,Tuesday,Apr,21,Won Game,Regular
2011-04-13,8,Wednesday,Apr,7,Lost Game,Regular
2011-04-14,8,Thursday,Apr,12,Won Game,Regular
2011-04-15,7,Friday,Apr,13,Lost Game,Regular
2011-04-16,14,Saturday,Apr,23,Won Game,Regular
2011-04-17,10,Sunday,Apr,13,Lost Game,Regular
2011-04-18,5,Monday,Apr,16,No Game,No game
2011-04-19,7,Tuesday,Apr,0,No Game,No game
2011-04-20,11,Wednesday,Apr,12,No Game,No game
2011-04-21,10,Thursday,Apr,19,No Game,No game
2011-04-22,5,Friday,Apr,3,No Game,No game
2011-04-23,7,Saturday,Apr,0,No Game,No game
2011-04-24,5,Sunday,Apr,0,No Game,No game
2011-04-25,8,Monday,Apr,4,No Game,No game
2011-04-26,3,Tuesday,Apr,0,Won Game,Regular
2011-04-27,8,Wednesday,Apr,0,Lost Game,Regular
2011-04-28,10,Thursday,Apr,8,Lost Game,Regular
2011-04-29,11,Friday,Apr,1,Lost Game,Regular
2011-04-30,20,Saturday,Apr,0,Won Game,Regular
2011-05-01,12,Sunday,May,10,Won Game,Regular
2011-05-02,10,Monday,May,8,No Game,No game
2011-05-03,9,Tuesday,May,8,No Game,No game
2011-05-04,10,Wednesday,May,21,No Game,No game
2011-05-05,5,Thursday,May,7,No Game,No game
2011-05-06,14,Friday,May,3,No Game,No game
2011-05-07,9,Saturday,May,0,No Game,No game
2011-05-08,11,Sunday,May,10,No Game,No game
2011-05-09,5,Monday,May,0,Lost Game,Regular
2011-05-10,19,Tuesday,May,18,Lost Game,Regular
2011-05-11,3,Wednesday,May,13,Won Game,Regular
2011-05-12,10,Thursday,May,7,No Game,No game
2011-05-13,14,Friday,May,18,Lost Game,Regular
2011-05-14,10,Saturday,May,13,Won Game,Regular
2011-05-15,8,Sunday,May,13,Lost Game,Regular
2011-05-16,10,Monday,May,0,No Game,No game
2011-05-17,10,Tuesday,May,0,No Game,No game
2011-05-18,8,Wednesday,May,1,No Game,No game
2011-05-19,11,Thursday,May,7,No Game,No game
2011-05-20,11,Friday,May,7,No Game,No game
2011-05-21,16,Saturday,May,22,No Game,No game
2011-05-22,8,Sunday,May,1,No Game,No game
2011-05-23,12,Monday,May,18,Won Game,Regular
2011-05-24,13,Tuesday,May,9,Lost Game,Regular
2011-05-25,10,Wednesday,May,0,Won Game,Regular
2011-05-26,12,Thursday,May,12,No Game,No game
