,attendance,away.alias,away.game_number,away.id,away.name,broadcast.internet,broadcast.network,broadcast.satellite,entry_mode,home.alias,home.game_number,home.id,home.name,id,number,reference,scheduled,scoring.away_points,scoring.home_points,scoring.periods,status,utc_offset,venue.address,venue.capacity,venue.city,venue.country,venue.id,venue.name,venue.roof_type,venue.state,venue.surface,venue.zip,weather
2,71547,HOU,2.0,82d2d380-3834-4938-835f-aec541e5ece7,Houston Texans,,,,INGEST,BAL,1.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,def9c994-ee23-4f23-a14a-d132d82ae2b7,,,2012-01-15T18:05:30+00:00,13,20,"[{'period_type': 'quarter', 'id': '8201b593-ec0a-4430-8d10-0c11d21fbe0c', 'number': 1, 'sequence': 1, 'home_points': 17, 'away_points': 3}, {'period_type': 'quarter', 'id': 'ce1156da-8c3f-436c-9227-eb1bd855e9f0', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '1d426f5a-fb29-4bf8-9011-7d1b62229510', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '594733da-d8d0-4c55-8ad3-ecccbcdf7677', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}]",closed,-5,1101 Russell Street,71008,Baltimore,USA,d54faae0-0314-484f-8604-9d8dd08e1149,M&T Bank Stadium,outdoor,MD,turf,21230,
3,72080,NYG,2.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,,,,INGEST,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,eae12cc1-05ea-43c8-a51d-096efc0cfe57,,,2012-01-15T21:41:07+00:00,37,20,"[{'period_type': 'quarter', 'id': 'f690bd9c-f2ae-45f2-a37c-3545aa1141a3', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 10}, {'period_type': 'quarter', 'id': 'cb7203f8-8f5c-4aaf-ae18-8f8df0857469', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': '094f57b2-18ad-4734-8b22-65ef4c5f7d24', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '66e48944-4d9c-4ac2-b3ea-91e69f8dfcb6', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 17}]",closed,-6,1265 Lombardi Avenue,80750,Green Bay,USA,5a60dd3a-302c-41c6-ab0f-dd335c1103c2,Lambeau Field,outdoor,WI,turf,54304,
0,68756,BAL,2.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,,,INGEST,NE,2.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,3a83e159-0f05-4efa-8251-f356d212fb6b,,,2012-01-22T20:06:40+00:00,20,23,"[{'period_type': 'quarter', 'id': '5913108d-92c5-4b3b-b24d-bbe82c61d98d', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '97832f0b-5d97-478b-9039-c4b8991e6434', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 10}, {'period_type': 'quarter', 'id': 'b0d043d0-df63-40eb-a0a6-b43a304dc60d', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 10}, {'period_type': 'quarter', 'id': 'd42709c1-e7fe-49f8-ad1f-894dfaa140f2', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,
1,69732,NYG,3.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,,,,INGEST,SF,2.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,fe2fd75e-b4e0-4c44-ac82-c9ea65d2e699,,,2012-01-22T23:41:49+00:00,20,17,"[{'period_type': 'quarter', 'id': 'd15a8cc6-98f4-48c3-8467-e745123913fb', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '3cf3f4da-17c0-4ef8-b442-3123b90e1c20', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '77196223-c3ca-4e8a-92dc-666f14731000', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd5edd0bf-cc29-47ee-9c3e-1096a99f1ded', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 7}, {'period_type': 'overtime', 'id': '2ea2fb1f-b0ef-40cc-b337-cae465c8706e', 'number': 1, 'sequence': 5, 'home_points': 0, 'away_points': 3}]",closed,-8,602 Jamestown Avenue,69732,San Francisco,USA,6701808c-c329-482b-9834-2d29cb3185ff,Candlestick Park,outdoor,CA,turf,94124,
0,68658,NYG,4.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,,,,INGEST,NE,3.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,d3668e15-6743-4106-8527-636ab9d6de32,,,2012-02-05T23:30:31+00:00,21,17,"[{'period_type': 'quarter', 'id': 'c39703d3-59e8-41a2-ad95-98dae26814e5', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 9}, {'period_type': 'quarter', 'id': 'a528f4c5-aef4-47ba-a84b-fd9bbc36ddfb', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '84d633b0-b27e-4994-a6fb-249d95775393', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 6}, {'period_type': 'quarter', 'id': '9b88b0b9-f1e1-4a85-a7fe-36cffba4cbee', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 6}]",closed,-5,500 South Capitol Avenue,67000,Indianapolis,USA,6ed18563-53e0-46c2-a91d-12d73a16456d,Lucas Oil Stadium,retractable_dome,IN,artificial,46225,
0,84325,SEA,1.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,,FOX,,INGEST,WAS,1.0,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington Redskins,0c77c9e6-526e-42c6-be52-e484371eff78,260.0,55828,2013-01-06T21:40:51+00:00,24,14,"[{'period_type': 'quarter', 'id': 'd88c02a5-50ed-4181-896b-ef8021d6f53a', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': 'f91b5303-4886-42cb-bad7-56a1737888fb', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 13}, {'period_type': 'quarter', 'id': '131860cc-1750-49be-a485-386d4d3f4f37', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '898c7e06-06be-4360-a442-e04cc5e3f1de', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 11}]",closed,-5,1600 FedEx Way,83000,Landover,USA,7c11bb2d-4a53-4842-b842-0f1c63ed78e9,FedExField,outdoor,MD,turf,20785,
1,71379,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,CBS,,INGEST,BAL,1.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,54798965-47da-4351-9d45-a3e77a74b0c1,259.0,55827,2013-01-06T18:07:45+00:00,9,24,"[{'period_type': 'quarter', 'id': '3fee029e-8cab-4c1d-bb29-51bc67c9ed4e', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '1f2e41fe-4ae0-43f3-b3de-6e991345cbcb', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 6}, {'period_type': 'quarter', 'id': '94281277-aa93-490b-b2c0-df8e2ed82caf', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '66944331-f48b-4557-bb65-0ae14b999c01', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-5,1101 Russell Street,71008,Baltimore,USA,d54faae0-0314-484f-8604-9d8dd08e1149,M&T Bank Stadium,outdoor,MD,turf,21230,
2,71738,CIN,1.0,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati Bengals,,NBC,,INGEST,HOU,1.0,82d2d380-3834-4938-835f-aec541e5ece7,Houston Texans,a64d599e-ca12-44a8-84cb-4d6dda4c27ed,257.0,55825,2013-01-05T21:35:54+00:00,13,19,"[{'period_type': 'quarter', 'id': 'e8361903-1676-4830-a7a0-f63202f1c0c1', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '8a7cbfca-27b4-4d93-9048-a3ed7cd219df', 'number': 2, 'sequence': 2, 'home_points': 6, 'away_points': 7}, {'period_type': 'quarter', 'id': '120cd4be-df69-4329-8ecb-fa9421b9c830', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '7616b563-3321-429d-b965-92abbdcfc501', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 3}]",closed,-6,One Reliant Park,71054,Houston,USA,6a72e5ca-33d0-40af-8e6b-b32a4d3d9346,NRG Stadium,retractable_dome,TX,artificial,77054,
3,71548,MIN,1.0,33405046-04ee-4058-a950-d606f8c30852,Minnesota Vikings,,NBC,,INGEST,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,d4de7da3-4b7d-4876-b3eb-366108087ae6,258.0,55826,2013-01-06T01:09:30+00:00,10,24,"[{'period_type': 'quarter', 'id': '2ee4d48f-995c-4a23-9e2f-f512bad2fe22', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '1b58d928-fdfc-4bf8-9791-4d3021abe101', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'f716e88c-2b2d-411d-9e69-6bedbf123098', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'e639f21d-e579-4ec6-92e6-2d40e8ab9fe0', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 7}]",closed,-6,1265 Lombardi Avenue,80750,Green Bay,USA,5a60dd3a-302c-41c6-ab0f-dd335c1103c2,Lambeau Field,outdoor,WI,turf,54304,
0,69732,GB,2.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,,FOX,,INGEST,SF,1.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,7d6b7fc9-2472-4232-a0d9-db4265e8ed41,262.0,55830,2013-01-13T01:25:37+00:00,31,45,"[{'period_type': 'quarter', 'id': '48e3423e-87bb-4733-88f7-ebbd6cd71e65', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': '2e10ed9a-51eb-4982-b03f-35902ad2be68', 'number': 2, 'sequence': 2, 'home_points': 17, 'away_points': 7}, {'period_type': 'quarter', 'id': '6f84269b-2444-4721-ace8-93931f326aa2', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': 'ae9cc9d0-e2ca-4091-9ab8-da606e0cbc17', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 7}]",closed,-8,602 Jamestown Avenue,69732,San Francisco,USA,6701808c-c329-482b-9834-2d29cb3185ff,Candlestick Park,outdoor,CA,turf,94124,
1,68756,HOU,2.0,82d2d380-3834-4938-835f-aec541e5ece7,Houston Texans,,CBS,,INGEST,NE,1.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,8739f187-98cf-483a-89b0-c1058ef9ab31,264.0,55832,2013-01-13T21:40:36+00:00,28,41,"[{'period_type': 'quarter', 'id': '4173cc9c-625f-4f98-8103-72763423bfda', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '8a840476-8bc1-4cd8-850f-644ab8d1c761', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 10}, {'period_type': 'quarter', 'id': '08bc3d72-f1c9-4ebc-91e3-11a77e3b144d', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': 'cb6508b3-7e41-4256-96a7-6e663590ab68', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 15}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,
2,76732,BAL,2.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,CBS,,INGEST,DEN,1.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,a4783c19-523d-42d5-874b-51b348116b34,261.0,55829,2013-01-12T21:36:18+00:00,38,35,"[{'period_type': 'quarter', 'id': '8af83e6c-720c-4173-af74-93d920838dec', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 14}, {'period_type': 'quarter', 'id': '493d9b1f-42cb-46f8-be98-364e48a097dd', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '4b1124e3-f84b-4800-b063-10df234c93c5', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '3c573f11-a47f-4dbd-be53-d848a42548df', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}, {'period_type': 'overtime', 'id': 'c98f75f0-07b9-444d-87bb-68e2b5bab111', 'number': 1, 'sequence': 5, 'home_points': 0, 'away_points': 0}, {'period_type': 'overtime', 'id': '221f3085-3718-4169-8f20-4935aabdb228', 'number': 2, 'sequence': 6, 'home_points': 0, 'away_points': 3}]",closed,-7,1701 Mile High Stadium Circle,76125,Denver,USA,6589e61d-ef1e-4e30-91b5-9acd2072b8a0,Sports Authority Field at Mile High,outdoor,CO,turf,80204,
3,70366,SEA,2.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,,FOX,,INGEST,ATL,1.0,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta Falcons,b3c72176-2b61-4ac8-b06e-c2f04948f6c1,263.0,55831,2013-01-13T18:05:52+00:00,28,30,"[{'period_type': 'quarter', 'id': '94a1093a-f73d-4c17-8816-685fe5559326', 'number': 1, 'sequence': 1, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '17f3a345-4361-45e3-9102-1bf868a9474a', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'ee0b9832-87df-4f0d-9144-e9b744cf4202', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '76553085-b6c7-40d7-86db-a8be0a9145f4', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 21}]",closed,-5,One Georgia Dome Drive Northwest,74228,Atlanta,USA,216de6bf-bce0-409a-a9e7-90db8df1f7b9,Georgia Dome,dome,GA,artificial,30313,
0,70863,SF,2.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,,FOX,,INGEST,ATL,2.0,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta Falcons,6d7d8252-f0b3-42e3-ac51-fead5f18e49f,265.0,55833,2013-01-20T20:06:01+00:00,28,24,"[{'period_type': 'quarter', 'id': '29a67900-e499-42be-8a95-edbd79b0aeaa', 'number': 1, 'sequence': 1, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '5918a88d-9850-4d88-b780-04b5112f8e4a', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 14}, {'period_type': 'quarter', 'id': 'c56e6935-308a-42a3-8764-971abec57ab6', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'b016109d-79d6-4f16-9ce3-b82642ab8357', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 7}]",closed,-5,One Georgia Dome Drive Northwest,74228,Atlanta,USA,216de6bf-bce0-409a-a9e7-90db8df1f7b9,Georgia Dome,dome,GA,artificial,30313,
1,68756,BAL,3.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,CBS,,INGEST,NE,2.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,a13766b3-ee0b-4ba8-9b78-8787e7da6bc5,266.0,55834,2013-01-20T23:41:33+00:00,28,13,"[{'period_type': 'quarter', 'id': '0331c4ad-9c42-497c-85d4-07806f3ed6ca', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': 'c76e9d0d-76ef-430b-b429-54ea055f2031', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 7}, {'period_type': 'quarter', 'id': 'fee2c9c4-476e-4749-bc9e-90abc66e88d2', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '8e3ceaf3-fba1-454f-a14e-b047376872c1', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 14}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,
0,71024,BAL,4.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,CBS,,INGEST,SF,3.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,14ff1d51-9784-4677-850b-36c8c19f7884,267.0,55835,2013-02-03T23:31:52+00:00,34,31,"[{'period_type': 'quarter', 'id': 'a722ec28-029f-4a02-8533-81a4b3e6f8eb', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'd90db929-28fd-4c94-a7da-388b8836459a', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 14}, {'period_type': 'quarter', 'id': 'b656afda-94d5-4248-855d-75564a360690', 'number': 3, 'sequence': 3, 'home_points': 17, 'away_points': 7}, {'period_type': 'quarter', 'id': '86af9b14-9099-4e80-9152-4e3dfffdd014', 'number': 4, 'sequence': 4, 'home_points': 8, 'away_points': 6}]",closed,-6,1500 Sugar Bowl Drive,76468,New Orleans,USA,3c85d89a-ec66-4983-acd5-1381d6c8673a,Mercedes-Benz Superdome,dome,LA,artificial,70112,
0,69144,NO,1.0,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,,NBC,,INGEST,PHI,1.0,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,0b801e6b-b3d6-435c-b2c4-569256a625d7,258.0,56159,2014-01-05T01:14:53+00:00,26,24,"[{'period_type': 'quarter', 'id': 'f37388ae-12c9-4f26-bde5-aec00e29405a', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '5b4fcdce-9360-4179-80f7-85291302e8c3', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 6}, {'period_type': 'quarter', 'id': 'fc9702a9-0110-4b49-b84e-41e42cbba801', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': '165163d0-4ec2-4c1b-b9c0-166ccafc3231', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 6}]",closed,-5,1020 Pattison Avenue,68532,Philadelphia,USA,4fa8c29c-6626-464c-8540-314ed7535e1b,Lincoln Financial Field,outdoor,PA,turf,19148,"Clear Temp: 25 F, Humidity: 55%, Wind: SSW 5 mph"
1,63551,KC,1.0,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City Chiefs,,NBC,,INGEST,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,30ceb97f-a761-4a02-a588-ca67784c30d4,257.0,56158,2014-01-04T21:35:28+00:00,44,45,"[{'period_type': 'quarter', 'id': '7659c749-0637-4522-89ff-8b695e879211', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': '50406e6e-000c-42f4-8f6b-56e8d995309c', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 21}, {'period_type': 'quarter', 'id': '66cbe400-391f-45ea-ad8e-368da5755785', 'number': 3, 'sequence': 3, 'home_points': 21, 'away_points': 10}, {'period_type': 'quarter', 'id': '77002da4-f839-422d-b22d-b5d31951d329', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 3}]",closed,-5,500 South Capitol Avenue,67000,Indianapolis,USA,6ed18563-53e0-46c2-a91d-12d73a16456d,Lucas Oil Stadium,retractable_dome,IN,artificial,46225,"Partly cloudy Temp: 38 F, Humidity: 47%, Wind: S 14 mph"
2,62277,SD,1.0,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,,CBS,,INGEST,CIN,1.0,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati Bengals,d53ea219-f9f4-40d4-9486-93df2e9421af,259.0,56160,2014-01-05T18:06:18+00:00,27,10,"[{'period_type': 'quarter', 'id': '24a51b86-eb02-4e2c-8cdd-1dac627f4b10', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'ae92168e-a528-497f-ac1e-c69defb3a300', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'b4940c43-c707-4315-a7e1-f141b9a633a8', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '435f0c90-7c03-47f0-a460-008d1ebf76b8', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 10}]",closed,-5,One Paul Brown Stadium,65535,Cincinnati,USA,b87a1595-d3c8-48ea-8a53-0aab6378a64a,Paul Brown Stadium,outdoor,OH,artificial,45202,"Cloudy Temp: 42 F, Humidity: 84%, Wind: S 5 mph"
3,77525,SF,1.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,,FOX,,INGEST,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,e3fe015c-b941-49fb-9d51-18b78563dc49,260.0,56161,2014-01-05T21:41:37+00:00,23,20,"[{'period_type': 'quarter', 'id': '7e5937cf-6c14-4e05-8d8e-23d6822364ad', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': '32f0e31d-e492-4750-8600-a69d502c232d', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 7}, {'period_type': 'quarter', 'id': 'd235efd0-1a34-4803-a22e-d14d5cdac714', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '97f818dc-00c8-4b7b-a50a-3bb5b2776ed3', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 10}]",closed,-6,1265 Lombardi Avenue,80750,Green Bay,USA,5a60dd3a-302c-41c6-ab0f-dd335c1103c2,Lambeau Field,outdoor,WI,turf,54304,"Mostly Cloudy Temp: 5 F, Humidity: 60%, Wind: NW 10 mph"
0,76969,SD,2.0,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,,CBS,,INGEST,DEN,1.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,7e7a3a9f-d449-415d-8ae8-41eea7c67745,264.0,56165,2014-01-12T21:40:26+00:00,17,24,"[{'period_type': 'quarter', 'id': 'cc99a0d9-e090-4f93-a8c1-a85cbed091c4', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '7c6830a5-dd89-4888-9d22-649bc6c337fe', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'bbfe9fec-96ab-4830-954b-7812d656e4e7', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '23b50963-8e37-4d77-a177-5428a24396dd', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 17}]",closed,-7,1701 Mile High Stadium Circle,76125,Denver,USA,6589e61d-ef1e-4e30-91b5-9acd2072b8a0,Sports Authority Field at Mile High,outdoor,CO,turf,80204,"Partly Cloudy Temp: 41 F, Humidity: 20%, Wind: NW 17 mph"
1,68756,IND,2.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,CBS,,INGEST,NE,1.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,c34dba69-807f-4291-86af-f5ad7bf8db1b,262.0,56163,2014-01-12T01:15:38+00:00,22,43,"[{'period_type': 'quarter', 'id': '295f7d7d-94e0-4930-9fdc-cc119773953a', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 7}, {'period_type': 'quarter', 'id': '2bcaa88c-c861-465c-862d-de4286283fc0', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 5}, {'period_type': 'quarter', 'id': '97c2545c-159e-4047-9b58-0dcf2c78c0bd', 'number': 3, 'sequence': 3, 'home_points': 8, 'away_points': 10}, {'period_type': 'quarter', 'id': 'c0342a07-7bb5-4768-8186-3cad689803d5', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 0}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,"Rain and wind Temp: 57 F, Humidity: 100%, Wind: South 18 with gusts to 29 mph"
2,73784,SF,2.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,,FOX,,INGEST,CAR,1.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,cf5484b3-f83e-4fb5-b907-3f649e45a421,263.0,56164,2014-01-12T18:06:30+00:00,23,10,"[{'period_type': 'quarter', 'id': '2b160aee-15e1-4baa-a80c-c3d8cc4e85f2', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': '74967892-4daf-473b-a333-68f991e59552', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 7}, {'period_type': 'quarter', 'id': 'c7d86512-1355-46c7-9bdb-8db302fde1ba', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '28a1c854-d412-4bd8-8d01-b18b6c2730c9', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 3}]",closed,-5,800 South Mint Street,73778,Charlotte,USA,39be9ed4-3292-49ac-8699-a381de3a4969,Bank of America Stadium,outdoor,NC,turf,28202,"Sunny Temp: 54 F, Humidity: 42%, Wind: W 8 mph"
