,attendance,away.alias,away.game_number,away.id,away.name,broadcast.internet,broadcast.network,broadcast.satellite,entry_mode,home.alias,home.game_number,home.id,home.name,id,number,reference,scheduled,scoring.away_points,scoring.home_points,scoring.periods,status,utc_offset,venue.address,venue.capacity,venue.city,venue.country,venue.id,venue.name,venue.roof_type,venue.state,venue.surface,venue.zip,weather
0,63547,DAL,2.0,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dallas Cowboys,,,,INGEST,MIN,1.0,33405046-04ee-4058-a950-d606f8c30852,Minnesota Vikings,0d3de2f2-2e98-4019-acf9-d0333f9102d4,,,2010-01-17T18:06:05+00:00,3,34,"[{'period_type': 'quarter', 'id': 'e8599d9e-06da-4ccc-a119-1639e028a4a1', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '27d83f3f-3e16-4da8-bf9c-2c3ec8cb6b95', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 3}, {'period_type': 'quarter', 'id': 'bdc405ce-920c-4463-a9ea-a7d6189bd5dd', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd22bd944-7ffd-494f-825b-e83a93f4cadf', 'number': 4, 'sequence': 4, 'home_points': 17, 'away_points': 0}]",closed,-6,900 South 5th Street,64111,Minneapolis,USA,1fede74c-50a2-4036-a1c0-b4d1e53ca98c,Mall of America Field,dome,MN,artificial,55415,
1,70149,ARI,2.0,de760528-1dc0-416a-a978-b510d20692ff,Arizona Cardinals,,,,INGEST,NO,1.0,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,55f76762-8673-407d-91e4-54160bbd4d6b,,,2010-01-16T21:34:47+00:00,14,45,"[{'period_type': 'quarter', 'id': 'da832c4a-ed86-42ec-8282-bc45ea5984e6', 'number': 1, 'sequence': 1, 'home_points': 21, 'away_points': 7}, {'period_type': 'quarter', 'id': '4031649a-bdd2-463c-831d-4ee62cdca3f3', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 7}, {'period_type': 'quarter', 'id': '697e1c9a-6e77-41d8-b2c7-9fc16dfb703a', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'cd7b631b-dd4a-4ed9-b5f4-c1590d087e3a', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 0}]",closed,-6,1500 Sugar Bowl Drive,76468,New Orleans,USA,3c85d89a-ec66-4983-acd5-1381d6c8673a,Mercedes-Benz Superdome,dome,LA,artificial,70112,
2,69498,NYJ,2.0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,,,,INGEST,SD,1.0,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,d5213f5b-e5d9-454f-bc4c-768caf53f61d,,,2010-01-17T21:41:02+00:00,17,14,"[{'period_type': 'quarter', 'id': '02ac5f7e-67a9-420c-b914-f78d8b6a742e', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd3fe6557-3986-44d0-9d22-2e5dce8f866b', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '8ab90505-b53c-4b45-92b5-edd0777e6700', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '3214fb04-a79c-4ed8-80ef-e0886e7bbc84', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 14}]",closed,-8,9449 Friars Road,70561,San Diego,USA,7ca47702-8951-45be-a4f5-3e7d78f8f399,Qualcomm Stadium,outdoor,CA,turf,92108,
3,67535,BAL,2.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,,,INGEST,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,ea1f39cd-c18e-4512-a34e-777b804a698f,,,2010-01-17T01:15:35+00:00,3,20,"[{'period_type': 'quarter', 'id': '85d72e81-1ca0-445e-8368-9316b9b63f50', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': '29c86d7d-17b0-4bb9-beb5-a7647088c5ed', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': 'b11e5ac6-4634-425a-bb2a-4af4ce6b1ec0', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': 'cd4c3832-9a98-4ed9-a2ec-275fc3de9c45', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}]",closed,-5,500 South Capitol Avenue,67000,Indianapolis,USA,6ed18563-53e0-46c2-a91d-12d73a16456d,Lucas Oil Stadium,retractable_dome,IN,artificial,46225,
0,67650,NYJ,3.0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,,,,INGEST,IND,2.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,67fb0cb8-f04d-41c0-8223-c8bb0d81e7b9,,,2010-01-24T20:05:37+00:00,17,30,"[{'period_type': 'quarter', 'id': 'fced7276-905a-476c-98af-780bba0af3fb', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '3867e359-e552-41cc-887f-53e439b95d4d', 'number': 2, 'sequence': 2, 'home_points': 13, 'away_points': 17}, {'period_type': 'quarter', 'id': '64783521-be6c-42bb-8535-8dfdfd93654c', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '0f5ae48a-40d3-409b-87bb-0344cb6a4cf4', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 0}]",closed,-5,500 South Capitol Avenue,67000,Indianapolis,USA,6ed18563-53e0-46c2-a91d-12d73a16456d,Lucas Oil Stadium,retractable_dome,IN,artificial,46225,
1,71276,MIN,2.0,33405046-04ee-4058-a950-d606f8c30852,Minnesota Vikings,,,,INGEST,NO,2.0,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,9527b464-bba5-4e81-81e3-d15aeb8f0b8f,,,2010-01-24T23:45:36+00:00,28,31,"[{'period_type': 'quarter', 'id': '93445987-ff36-4d23-8d1f-2850add56a84', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': 'bb568ede-a9fe-40e3-8931-5b9577015237', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '839e5d8b-e09e-47ee-a4f2-6901acad9d5a', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '6ff49732-59a3-4c55-8af6-b63e6ec91c92', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}, {'period_type': 'overtime', 'id': '99b72a32-d052-4771-a3d5-f2e8e579a6c1', 'number': 1, 'sequence': 5, 'home_points': 3, 'away_points': 0}]",closed,-6,1500 Sugar Bowl Drive,76468,New Orleans,USA,3c85d89a-ec66-4983-acd5-1381d6c8673a,Mercedes-Benz Superdome,dome,LA,artificial,70112,
0,74059,NO,3.0,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,,,,INGEST,IND,3.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,0ede792f-e323-44f7-8ccb-2457118d7981,,,2010-02-07T23:31:08+00:00,31,17,"[{'period_type': 'quarter', 'id': '46463a16-2ba5-4778-b8c4-94139e17b0d1', 'number': 1, 'sequence': 1, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd152eee7-9b3a-4409-927c-2fa2b97213ca', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': 'bbcb4bad-2589-47c9-b628-f9d53921a633', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': '917508d4-02ed-4533-a320-649867df86e9', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 15}]",closed,-5,2269 Northwest 199th Street,76100,Miami Gardens,USA,50a5c833-1570-4c38-abc7-7914cf87dbde,Hard Rock Stadium,outdoor,FL,turf,33056,
0,72190,BAL,1.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,,,INGEST,KC,1.0,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City Chiefs,1c8b631d-bc4b-41bd-8775-663cd700a777,,,2011-01-09T18:05:55+00:00,30,7,"[{'period_type': 'quarter', 'id': '5f72c0f9-eb5b-4234-b952-edb69c81f7df', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '3076108f-9d30-496b-bb3a-f6f6dec6686c', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '47442413-8052-4c5c-a12e-6ea1afa218ee', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 13}, {'period_type': 'quarter', 'id': '8198450c-0248-410c-8f55-ff60e5b7ed83', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 7}]",closed,-6,One Arrowhead Drive,79451,Kansas City,USA,2ec4c411-dac2-403d-b091-6b6aa4a0a914,Arrowhead Stadium,outdoor,MO,turf,64129,
1,66336,NO,1.0,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,,,,INGEST,SEA,1.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,44914798-a5cf-4c2a-b851-53a839f508d1,,,2011-01-08T21:35:26+00:00,36,41,"[{'period_type': 'quarter', 'id': '99711f83-69e8-4828-b244-48676931ccbf', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': 'dbc47e6d-8929-4fc2-8268-f77d29805a3c', 'number': 2, 'sequence': 2, 'home_points': 17, 'away_points': 10}, {'period_type': 'quarter', 'id': '459ecff2-ada3-4b40-bd14-c7035b39cb51', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'dde573a7-e936-4a92-88c7-2c3c9f638e68', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 16}]",closed,-8,800 Occidental Avenue South,67000,Seattle,USA,c6b9e5df-c9e4-434c-b3e6-83928f11cbda,CenturyLink Field,outdoor,WA,artificial,98134,
2,69144,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,,,,INGEST,PHI,1.0,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,52032d03-801a-478a-a481-349c3fbc0140,,,2011-01-09T21:40:54+00:00,21,16,"[{'period_type': 'quarter', 'id': '6f62eda2-144f-4dc1-8932-4790c9ae519e', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'c2cbef34-1a85-4c41-a650-378889778da8', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'd291abfd-7a0c-4f2c-b91f-1d56054e7319', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '586d9f80-0d48-4edb-ac66-c78a9643ad2a', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 0}]",closed,-5,1020 Pattison Avenue,68532,Philadelphia,USA,4fa8c29c-6626-464c-8540-314ed7535e1b,Lincoln Financial Field,outdoor,PA,turf,19148,
3,65332,NYJ,1.0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,,,,INGEST,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,c48ac4a5-06ff-42be-b3d2-b439732ba83c,,,2011-01-09T01:15:30+00:00,17,16,"[{'period_type': 'quarter', 'id': '9ba77e85-bfe3-4295-bc38-02f6a8c5d3b9', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '8832ba5d-1fa7-4a97-9fc3-1d5bff799787', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'ed302fc0-212f-41ad-a2b5-6d4711174aa0', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'e44a0a5e-84cf-4f9e-9776-2c9223be1a90', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 10}]",closed,-5,500 South Capitol Avenue,67000,Indianapolis,USA,6ed18563-53e0-46c2-a91d-12d73a16456d,Lucas Oil Stadium,retractable_dome,IN,artificial,46225,
0,64879,BAL,2.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,,,INGEST,PIT,1.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,341ca60c-b48e-4c1a-9267-e5b884c9bad4,,,2011-01-15T21:35:45+00:00,24,31,"[{'period_type': 'quarter', 'id': 'e13684e1-a2c5-490c-addf-0fabf91650e1', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': 'f7fa4ea0-4827-4185-b3d8-58873ba7f0c0', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '7e922e6e-70a5-4e18-bde4-4c9a81268b33', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '25a1d246-a9f0-4387-a030-294adb7db6a5', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 3}]",closed,-5,100 Art Rooney Avenue,65050,Pittsburgh,USA,7349a2e6-0ac9-410b-8bd2-ca58c9f7aa34,Heinz Field,outdoor,PA,turf,15212,
1,69210,GB,2.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,,,,INGEST,ATL,1.0,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta Falcons,4b7407e3-6df6-4eb9-87d0-e9f66bfde53c,,,2011-01-16T01:15:52+00:00,48,21,"[{'period_type': 'quarter', 'id': '01a3c524-4e43-4a4e-9770-fe398fdb9693', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'a13179bc-370a-4e00-a580-77a94371cc62', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 28}, {'period_type': 'quarter', 'id': 'b36ef992-4ad4-4e87-93d1-955010f40d1d', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': '94740f92-5022-44de-a479-7d612cd5d068', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 6}]",closed,-5,One Georgia Dome Drive Northwest,74228,Atlanta,USA,216de6bf-bce0-409a-a9e7-90db8df1f7b9,Georgia Dome,dome,GA,artificial,30313,
2,68756,NYJ,2.0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,,,,INGEST,NE,1.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,577a9aac-dbde-45d6-9805-dedefb3c957c,,,2011-01-16T21:41:10+00:00,28,21,"[{'period_type': 'quarter', 'id': '9262f10c-5e7d-4b0e-91ba-647d3bf901e5', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': 'a855ec22-c746-414e-b8f8-6efec512b5ba', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': '3c15b393-d1f4-4215-9aee-697f624c7ed4', 'number': 3, 'sequence': 3, 'home_points': 8, 'away_points': 0}, {'period_type': 'quarter', 'id': '03045104-7968-4b71-aef1-508b6dacb341', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 14}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,
3,62265,SEA,2.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,,,,INGEST,CHI,1.0,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago Bears,7d395318-3155-48dc-8c38-a0958ef53f04,,,2011-01-16T18:05:34+00:00,24,35,"[{'period_type': 'quarter', 'id': '2ecdc84f-4640-40d7-9e8a-9cd15b73a5f1', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '5bbb650a-8016-4fe8-b3cb-8a2ca4c652f1', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '0d2f1eea-7bbc-44db-8509-c6fd15304fe5', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '7d6b4e0e-56de-4453-a787-d14ae0c8c32a', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 21}]",closed,-6,1410 South Museum Campus Drive,61500,Chicago,USA,d7866605-5ac6-4b3a-90e8-760cc5a26b75,Soldier Field,outdoor,IL,turf,60605,
0,62377,GB,3.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,,,,INGEST,CHI,2.0,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago Bears,1ea0c87c-ffd2-47af-b807-4aa19b802751,,,2011-01-23T20:06:00+00:00,21,14,"[{'period_type': 'quarter', 'id': 'e3a0b46f-48bc-43d9-bf04-79ea1c04b7bf', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '7b10e905-0dad-4e87-a41c-033695d013b8', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '064f86c6-e542-484d-8419-21cf82aea373', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '5ca2d23e-4000-4bd5-b09e-3bc5bf0abcbb', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 7}]",closed,-6,1410 South Museum Campus Drive,61500,Chicago,USA,d7866605-5ac6-4b3a-90e8-760cc5a26b75,Soldier Field,outdoor,IL,turf,60605,
1,66662,NYJ,3.0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,,,,INGEST,PIT,2.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,22a435c3-2bf1-4ea1-a76a-2c7c3f22a5ee,,,2011-01-23T23:41:49+00:00,19,24,"[{'period_type': 'quarter', 'id': 'fb112a33-6d5c-49ee-92ea-7508ba7ad1b1', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '6789ed18-a9e9-41ef-85ca-484de46dedc2', 'number': 2, 'sequence': 2, 'home_points': 17, 'away_points': 3}, {'period_type': 'quarter', 'id': 'b81e6b29-2a51-420a-876a-23791dd505d1', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'bf43e614-727f-482d-8d90-bbbcf061255d', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 9}]",closed,-5,100 Art Rooney Avenue,65050,Pittsburgh,USA,7349a2e6-0ac9-410b-8bd2-ca58c9f7aa34,Heinz Field,outdoor,PA,turf,15212,
0,103219,PIT,3.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,,,,INGEST,GB,4.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,8a3c490e-4cf3-49c1-9f83-3a7eeddcb883,,,2011-02-06T23:34:08+00:00,25,31,"[{'period_type': 'quarter', 'id': '98edc6df-38fd-4a90-8ac9-50159aa44357', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '0f3f7dcf-1b94-42f0-9769-7a08d86310ee', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': '2c75558b-9e60-409d-a4cd-de89fcbccb39', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'f6079e21-0885-4087-b5ab-ac69b581f3eb', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 8}]",closed,-6,One Legends Way,80000,Arlington,USA,1e84213a-ff1f-4c9d-a003-8ee782b25a40,AT&T Stadium,retractable_dome,TX,artificial,76011,
0,79909,ATL,1.0,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta Falcons,,,,INGEST,NYG,1.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,3cab9296-429d-4e4d-9b93-add4e1ef10ea,,,2012-01-08T18:06:22+00:00,2,24,"[{'period_type': 'quarter', 'id': '8ae87640-268e-4957-8c9d-7d9cee243cbb', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '27652b32-d3f7-4755-9c8a-08fa727f3ef9', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 2}, {'period_type': 'quarter', 'id': '20b80c7a-d2af-4db4-ba39-b9aefc759c8a', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '17b5f77b-9e35-440f-a533-cc5493a635bd', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-5,One MetLife Stadium Drive,82500,East Rutherford,USA,5d4c85c7-d84e-4e10-bd6a-8a15ebecca5c,MetLife Stadium,outdoor,NJ,artificial,07073,
1,71725,CIN,1.0,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati Bengals,,,,INGEST,HOU,1.0,82d2d380-3834-4938-835f-aec541e5ece7,Houston Texans,c98093ba-9710-4a0c-99db-c3018f70dfa6,,,2012-01-07T21:37:15+00:00,10,31,"[{'period_type': 'quarter', 'id': '5b3dbdf1-59e5-4bfe-881e-1a70acd94a7c', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'ce6573f9-c2ba-43b7-b9e2-6180fdb4aae5', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 3}, {'period_type': 'quarter', 'id': '13f217d6-88ad-4178-b74a-5045b8d75801', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'e8a79833-8f0e-43cf-bbbf-6ffdf41b026c', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-6,One Reliant Park,71054,Houston,USA,6a72e5ca-33d0-40af-8e6b-b32a4d3d9346,NRG Stadium,retractable_dome,TX,artificial,77054,
2,75970,PIT,1.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,,,,INGEST,DEN,1.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,cc9ac715-bc71-406d-97ce-e60b86ba213a,,,2012-01-08T21:40:42+00:00,23,29,"[{'period_type': 'quarter', 'id': 'eb42be79-be7b-49c8-a15c-6e2e211c1c88', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': '9cccc509-375f-4e86-b499-ef4be7657a2f', 'number': 2, 'sequence': 2, 'home_points': 20, 'away_points': 0}, {'period_type': 'quarter', 'id': '2edd2da5-a69c-45aa-a941-81887ba5354c', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'a82382f2-de26-4223-a95f-e5bb06c97d14', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 10}, {'period_type': 'overtime', 'id': '21cda5c2-209a-41a0-bf36-de52d8a7f420', 'number': 1, 'sequence': 5, 'home_points': 6, 'away_points': 0}]",closed,-7,1701 Mile High Stadium Circle,76125,Denver,USA,6589e61d-ef1e-4e30-91b5-9acd2072b8a0,Sports Authority Field at Mile High,outdoor,CO,turf,80204,
3,73038,DET,1.0,c5a59daa-53a7-4de0-851f-fb12be893e9e,Detroit Lions,,,,INGEST,NO,1.0,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,e1f0755f-9f08-4631-8d63-c6c336143b3b,,,2012-01-08T01:09:19+00:00,28,45,"[{'period_type': 'quarter', 'id': 'd6b61d95-3f97-4c64-9611-75d439fe6017', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'd4f53f70-6531-404d-94c1-0f7706cb3b0a', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 7}, {'period_type': 'quarter', 'id': '76de38f6-281d-46b4-8c10-1a4e6ce4972f', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 7}, {'period_type': 'quarter', 'id': '3220cd64-e9c1-492c-970f-0ece143ae999', 'number': 4, 'sequence': 4, 'home_points': 21, 'away_points': 7}]",closed,-6,1500 Sugar Bowl Drive,76468,New Orleans,USA,3c85d89a-ec66-4983-acd5-1381d6c8673a,Mercedes-Benz Superdome,dome,LA,artificial,70112,
0,69732,NO,2.0,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,,,,INGEST,SF,1.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,c13e9044-601c-4573-8b78-baea0c760270,,,2012-01-14T21:35:36+00:00,32,36,"[{'period_type': 'quarter', 'id': 'ef2c1b01-469e-4891-99b6-a9721cefa259', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '34fecfbf-6c1d-4379-934f-c404732e4c24', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 14}, {'period_type': 'quarter', 'id': 'ed612ab3-3025-4dec-af32-2d8d44e419d8', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '05e91e1a-4ef9-448b-a192-d02475646dbc', 'number': 4, 'sequence': 4, 'home_points': 16, 'away_points': 18}]",closed,-8,602 Jamestown Avenue,69732,San Francisco,USA,6701808c-c329-482b-9834-2d29cb3185ff,Candlestick Park,outdoor,CA,turf,94124,
1,68756,DEN,2.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,,,,INGEST,NE,1.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,cc160acd-bb84-49cb-96cf-83f96cdfbddf,,,2012-01-15T01:16:26+00:00,10,45,"[{'period_type': 'quarter', 'id': '4ecebcd5-6874-4e66-886b-958d6c007d45', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '68a12db5-b6d0-4562-873d-e4031dd8fe05', 'number': 2, 'sequence': 2, 'home_points': 21, 'away_points': 7}, {'period_type': 'quarter', 'id': '0ef6fd8d-96c0-4a42-8ca9-a4a3234d8ffb', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': 'bcdd3dfc-57e3-43e9-a958-3a21abc1b3f3', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,
